type,country,region,lat,lon,price_usd,area_m2,floor,rooms,expenses,property_url
apartment,Argentina,Capital Federal,-34.6023526,-58.4344367,159500.0,66.0,2.0,4.0,4000.0,http://villa-crespo.properati.com.ar/yaf4_venta_departamentos_villa-crespo_balcon_baulera_lavadero_toilette_luminoso_garage_placard_bertolotti
apartment,Argentina,Capital Federal,-34.5976419,-58.4887663,175000.0,60.0,,3.0,1600.0,http://villa-del-parque.properati.com.ar/v6k4_venta_departamentos_villa-del-parque
apartment,Argentina,Capital Federal,-34.5443763617,-58.4591152317,309000.0,86.0,,4.0,,http://nunez.properati.com.ar/12txs_venta_departamentos_nunez_balcon_suite_gimnasio_hidromasaje_lavadero_piscina_vestidor_sauna_garage_zuker-propiedades_dkh
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8261205,-58.3957231,270000.0,263.0,,,,http://burzaco.properati.com.ar/xwuz_venta_casa_burzaco_lavadero_parrilla_piscina_terraza_toilette_luis-loray-negocios-inmobiliarios
apartment,Argentina,Capital Federal,-34.5974114,-58.4473135,95000.0,60.0,,3.0,,http://villa-crespo.properati.com.ar/odb7_venta_departamentos_villa-crespo_murillo_1061
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6464485,-58.538697,44000.0,26.0,1.0,1.0,,http://ciudadela.properati.com.ar/8tin_venta_departamento_ciudadela_independencia_500
apartment,Argentina,Capital Federal,-34.604641,-58.392341,73000.0,49.0,,1.0,,http://san-nicolas.properati.com.ar/11leg_venta_departamentos_san-nicolas_re-max-plaza
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6377807,-58.6722825,137000.0,104.0,,4.0,,http://ituzaingo.properati.com.ar/11q1z_venta_casa_ituzaingo_suite_lavadero_toilette_garage_antonella-tessitore-bienes-raices
apartment,Argentina,Capital Federal,-34.5548191,-58.4492773,410000.0,150.0,,,,http://belgrano.properati.com.ar/12lsq_venta_departamentos_belgrano_balcon_baulera_suite_lavadero_toilette_vestidor_luminoso_aire-acondicionado_inmobiliaria-calot
apartment,Argentina,Capital Federal,-34.6147916,-58.4061783,87000.0,44.0,,,,http://balvanera.properati.com.ar/12lxa_venta_departamentos_balvanera_balcon_lavadero_piscina_placard_subte-linea-a_subte-linea-h_inmobiliaria-calot
house,Argentina,Capital Federal,-34.636351,-58.526326,170000.0,220.0,,4.0,,http://liniers.properati.com.ar/uv80_venta_casa_mataderos
apartment,Argentina,Capital Federal,-34.6253319,-58.4446144,73000.0,38.0,,,,http://caballito.properati.com.ar/ongc_venta_departamentos_caballito
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.447361,-58.631426,1350000.0,503.0,,5.0,,http://tigre.properati.com.ar/klxc_venta_casa_tigre
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.475008,-58.9216301,320000.0,240.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/12nwo_venta_casa_pilar_suite_lavadero_parrilla_piscina_toilette_vestidor_luminoso_garage_placard_blanco-propiedades_dii
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5088685,-58.5051472,290000.0,140.0,,4.0,,http://olivos.properati.com.ar/11bkp_venta_casa_olivos_jardin_lavadero_parrilla_toilette_vista_lujoso_dependencias_garage_amoblado_placard_aire-acondicionado_dic-propiedades_c80
apartment,Argentina,Capital Federal,-34.5620844,-58.4566864,105485.0,37.0,,1.0,,http://belgrano.properati.com.ar/zsy7_venta_departamentos_belgrano_suite_gimnasio_hidromasaje_garage_amenities_nucifora-propiedades_crr
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4911093448,-58.4827336217,980000.0,500.0,,8.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/eq8z_venta_casa_martinez
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4768262,-58.5716276,225000.0,130.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/uopt_venta_casa_bs-as-g-b-a-zona-norte_padre-acevedo_4100
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5830508,-58.5416793,103000.0,53.0,5.0,2.0,,http://caseros.properati.com.ar/ur3d_venta_departamentos_caseros
apartment,Argentina,Capital Federal,-34.567984,-58.4337562,382015.0,82.0,,3.0,,http://las-canitas.properati.com.ar/zt4j_venta_departamentos_las-canitas_balcon_luminoso_placard_nucifora-propiedades_crr
apartment,Argentina,Capital Federal,-34.586557,-58.477121,95700.0,50.0,,2.0,,http://villa-urquiza.properati.com.ar/11uwp_venta_departamentos_villa-urquiza_baulera_patio_aire-acondicionado_re-max-bur-oacute
apartment,Argentina,Capital Federal,-34.575259,-58.422942,754200.0,154.0,,4.0,,http://palermo.properati.com.ar/zor8_venta_departamentos_palermo_baulera_suite_gimnasio_parrilla_piscina_quincho_sum_terraza_vestidor_luminoso_lujoso_dependencias_garage_amenities_placard_puerto-madero
apartment,Argentina,Capital Federal,-34.5907652,-58.4172571,174000.0,56.0,2.0,,,http://palermo.properati.com.ar/u109_venta_departamentos_palermo_salguero-jeronimo_1600
apartment,Argentina,Capital Federal,-34.5864871,-58.401926,120000.0,31.0,,,,http://barrio-norte.properati.com.ar/11dp9_venta_departamentos_barrio-norte_patio_la-city-propiedades
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.9339590565,-57.9706210545,260000.0,0.0,,5.0,,http://la-plata.properati.com.ar/ybum_venta_casa_la-plata_suite_patio_terraza_vestidor_dependencias_garage_placard_aire-acondicionado_dacal-bienes-raices_ahb
apartment,Argentina,Capital Federal,-34.6054382,-58.413499,120000.0,50.0,,3.0,,http://almagro.properati.com.ar/10ara_venta_departamentos_almagro_patio_migliorisi-propiedades_cy2
apartment,Argentina,Capital Federal,-34.6235,-58.3977,67000.0,32.0,,1.0,,http://san-cristobal.properati.com.ar/11dbf_venta_departamentos_san-cristobal_luminoso_lujoso_garage_lone-lighthouse_d9p
apartment,Argentina,Capital Federal,-34.625922,-58.457106,256000.0,124.0,,4.0,,http://flores.properati.com.ar/11ruk_venta_departamentos_flores_baulera_lavadero_garage_aire-acondicionado_estrenar_re-max-premium
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.447361,-58.631426,174000.0,50.0,,,,http://tigre.properati.com.ar/klpo_venta_departamentos_tigre
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6464,-58.5961496,110000.0,45.0,4.0,2.0,800.0,http://haedo.properati.com.ar/x6oc_venta_departamentos_haedo
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5041313,-58.5788456,155000.0,72.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/n2a8_venta_casa_bs-as-g-b-a-zona-norte_gardel-carlos_2500
apartment,Argentina,Capital Federal,-34.6097224,-58.430979,122000.0,45.0,,2.0,,http://caballito.properati.com.ar/x7hh_venta_departamentos_caballito
apartment,Argentina,Capital Federal,-34.6088585,-58.5186905,335000.0,134.0,,5.0,4000.0,http://villa-devoto.properati.com.ar/11lkx_venta_departamentos_villa-devoto_balcon_suite_hidromasaje_luminoso_dependencias_grupo-mega-pulvirenti
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4715198,-58.5207715,145000.0,60.0,3.0,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/n3nq_venta_departamentos_san-isidro_3-de-febrero_300
apartment,Argentina,Capital Federal,-34.6264374,-58.4598574,92082.74,56.0,,3.0,,http://flores.properati.com.ar/10hpa_venta_departamentos_flores_btc-propiedades_cr7
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7545251,-58.4185931,45000.0,44.0,,2.0,,http://lomas-de-zamora.properati.com.ar/ysco_venta_departamentos_lomas-de-zamora_patio_panizzi
apartment,Argentina,Capital Federal,-34.615286,-58.431891,279000.0,145.0,,4.0,,http://caballito.properati.com.ar/zpru_venta_departamentos_caballito_patio_toilette_dependencias_garage_re-max-total-v
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4111766,-58.5881505,99000.0,42.0,1.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zhub_venta_departamentos_tigre_victorica-av-paseo_800_parrilla_piscina_sum_terraza_luminoso_garage_latorre-propiedades_at6
apartment,Argentina,Capital Federal,-34.6045568,-58.4297968,83000.0,36.0,,2.0,,http://almagro.properati.com.ar/10ayn_venta_departamentos_almagro_patio_migliorisi-propiedades_cy3
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5176527,-58.5040677,880000.0,480.0,,5.0,,http://olivos.properati.com.ar/xe23_venta_casa_olivos
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.538127,-58.7098311,61494.54,61.0,,,,http://san-miguel-san-miguel.properati.com.ar/104jx_venta_departamentos_san-miguel_federico-negro-estudio-inmobiliario
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6021425,-58.537245,75000.0,40.0,7.0,2.0,1000.0,http://saenz-pena.properati.com.ar/ps52_venta_departamentos_saenz-pena
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8160178,-58.3861077,290000.0,260.0,,,,http://adrogue.properati.com.ar/10fpz_venta_casa_adrogue_suite_hidromasaje_parrilla_patio_quincho_garage_darquier-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5244617923,-58.4813379497,450000.0,150.0,,4.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/12p8k_venta_casa_vicente-lopez_suite_jardin_lavadero_toilette_vestidor_luminoso_vista_garage_zommer-negocios-inmobiliarios
apartment,Argentina,Capital Federal,-34.5972063,-58.4416496,130000.0,50.0,3.0,,900.0,http://villa-crespo.properati.com.ar/x598_venta_departamentos_villa-crespo
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6483544046,-58.6648088142,46000.0,21.0,,,,http://villa-ariza.properati.com.ar/hy6u_venta_departamento_villa-ariza
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6032647,-58.5631626,75000.0,46.0,3.0,2.0,,http://caseros.properati.com.ar/g92e_venta_departamento_caseros
apartment,Argentina,Capital Federal,-34.597769,-58.42644,139000.0,42.0,9.0,2.0,,http://villa-crespo.properati.com.ar/vrjp_venta_departamentos_villa-crespo
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8186617,-58.3892317,320000.0,300.0,,,,http://longchamps.properati.com.ar/12vzt_venta_casa_longchamps_balcon_parrilla_quincho_garage_yamamoto-negocios-inmobiliarios
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.425087,-58.5796585,550000.0,280.0,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/zz7s_venta_casa_barrio-cerrado-la-escondida-_jardin_lavadero_parrilla_piscina_toilette_garage_azul-propiedades
apartment,Argentina,Capital Federal,-34.634709,-58.480246,120000.0,96.0,1.0,3.0,,http://floresta.properati.com.ar/116tq_venta_departamentos_villa-santa-rita_balcon_dependencias_re-max-total-vi
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5999407,-58.5266325,390000.0,120.0,,4.0,,http://saenz-pena.properati.com.ar/vlw1_venta_casa_saenz-pena
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5990645,-58.5467344,65000.0,82.0,,3.0,,http://santos-lugares.properati.com.ar/xcjr_venta_departamentos_santos-lugares
apartment,Argentina,Capital Federal,-34.5595420674,-58.4640609983,95000.0,40.0,1.0,3.0,,http://belgrano.properati.com.ar/112xh_venta_departamentos_belgrano_luminoso_oppel-inmuebles
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5076521,-58.519219,290400.0,92.0,3.0,,,http://olivos.properati.com.ar/n3s4_venta_departamentos_olivos_parana_3500
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4864348,-58.4982617,175000.0,93.0,10.0,,,http://martinez.properati.com.ar/y01e_venta_departamentos_martinez_eduardo-costa_1800_suite_patio_piscina_terraza_luminoso_arrambide-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4588005,-58.9174361,51606.0,31.0,,1.0,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/12h7d_venta_departamentos_pilar_izrastzoff-agentes-inmobiliarios
apartment,Argentina,Capital Federal,-34.597769,-58.42644,221700.0,69.0,3.0,3.0,,http://villa-crespo.properati.com.ar/vr2a_venta_departamentos_villa-crespo
apartment,Argentina,Capital Federal,-34.5760392,-58.4569527,205000.0,55.0,3.0,3.0,,http://colegiales.properati.com.ar/y41t_venta_departamentos_colegiales_balcon_suite_hidromasaje_terraza_toilette_luminoso_garage_placard_estrenar_folger-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.712408,-58.292599,82080.42,47.0,,2.0,,http://quilmes-bs-as-g-b-a-zona-sur.properati.com.ar/xs0p_venta_departamentos_quilmes_luminoso_garage_estrenar
apartment,Argentina,Capital Federal,-34.6131943816,-58.4010569656,198200.0,153.0,,,,http://balvanera.properati.com.ar/10jx4_venta_departamentos_balvanera_baulera_terraza_luminoso_dependencias_nc-servicios-inmobiliarios
apartment,Argentina,Capital Federal,-34.5742412,-58.4882355,90000.0,50.0,,3.0,,http://villa-urquiza.properati.com.ar/12w4f_venta_departamentos_villa-urquiza_garage_subte-linea-b_gasani-consultora-inmobiliaria_dlc
apartment,Argentina,Capital Federal,-34.600433,-58.393042,220000.0,81.0,,3.0,,http://recoleta.properati.com.ar/11w25_venta_departamentos_recoleta_baulera_lavadero_luminoso_dependencias_garage_re-max-puerto
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5501925,-58.5517522,80000.0,55.0,,2.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/yd05_venta_departamentos_general-san-martin_balcon_viviana-villalobos-negocios-inmobiliarios
apartment,Argentina,Capital Federal,-34.609521843,-58.404696055,59000.0,25.0,,1.0,,http://balvanera.properati.com.ar/zpcf_venta_departamentos_balvanera_baulera_lavadero_patio_hogarfe-inmobiliaria
apartment,Argentina,Capital Federal,-34.6112232,-58.41567,125000.0,70.0,4.0,3.0,1900.0,http://once.properati.com.ar/yz0b_venta_departamentos_once_arq-victorino-de-la-plaza
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7024789855,-58.3819136037,83000.0,42.0,,2.0,700.0,http://lanus.properati.com.ar/sikr_venta_departamentos_lanus
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7309881,-58.2509236,90427.5,47.0,,2.0,,http://quilmes.properati.com.ar/12qwj_venta_departamentos_quilmes_balcon_parrilla_terraza_toilette_vista_lujoso_garage_placard_o-keefe-inmobiliaria-rural-y-urbana_djq
apartment,Argentina,Capital Federal,-34.5692257148,-58.4890352239,99000.0,38.0,9.0,,,http://villa-urquiza.properati.com.ar/yd8a_venta_departamentos_villa-urquiza_congreso-av-_5000_balcon_gimnasio_lavadero_parrilla_piscina_sum_luminoso_amenities_placard_aire-acondicionado_estrenar_losa-radiante_bezruk-carlos
apartment,Argentina,Capital Federal,-34.6077796,-58.3891709,145000.0,103.0,,3.0,400.0,http://san-nicolas.properati.com.ar/g96w_venta_departamento_san-nicolas_mitre-bartolome_1500
house,Argentina,Capital Federal,-34.5564685,-58.449737,700000.0,0.0,,,,http://belgrano.properati.com.ar/natz_venta_casa_belgrano_montaneses_2200
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5900335,-58.5637267,130000.0,140.0,,5.0,,http://tres-de-febrero.properati.com.ar/7fap_venta_departamento_tres-de-febrero
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,40.6209484,-78.9118506,100000.0,36.0,5.0,2.0,300.0,http://haedo.properati.com.ar/574f_venta_departamento_moron
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.614008,-58.5569044,68000.0,46.0,,3.0,,http://caseros.properati.com.ar/ur0g_venta_departamentos_caseros
apartment,Argentina,Capital Federal,-34.557808,-58.4519581,132000.0,33.0,,2.0,1743.0,http://belgrano.properati.com.ar/zocp_venta_departamentos_belgrano_suite_piscina_impecable_placard_cabildo-500
apartment,Argentina,Capital Federal,-34.5941767,-58.4218279,125000.0,27.0,,,,http://palermo.properati.com.ar/107vh_venta_departamentos_palermo_honduras-av-_4100_gimnasio_parrilla_piscina_sum_terraza_sauna_garage_amenities_placard_lepore-propiedades-palermo
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.607792,-58.567242,13153.91,47.0,,2.0,,http://caseros.properati.com.ar/1095q_venta_departamentos_tres-de-febrero_re-max-data-house
apartment,Argentina,Capital Federal,-34.610011,-58.361118,1130000.0,175.0,,3.0,,http://puerto-madero.properati.com.ar/woms_alquiler_departamentos_puerto-madero
apartment,Argentina,Capital Federal,-34.59741,-58.375055,197900.0,96.0,,4.0,,http://retiro.properati.com.ar/118s8_venta_departamentos_puerto-madero_lavadero_luminoso_re-max-urbana
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5028,-58.4945,220000.0,81.0,,3.0,,http://olivos.properati.com.ar/xhdi_venta_departamentos_olivos_balcon_suite_gimnasio_lavadero_sum_terraza_lujoso_garage_estrenar
apartment,Argentina,Capital Federal,-34.632917,-58.370265,78000.0,35.0,,2.0,,http://barracas.properati.com.ar/ucg0_venta_departamentos_constitucion
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4977653,-58.5465022,198000.0,128.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/xq84_venta_casa_bs-as-g-b-a-zona-norte_gorriti_100_patio_terraza_garage
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5101783,-58.483344,169000.0,77.0,4.0,,,http://olivos.properati.com.ar/zlg4_venta_departamentos_olivos_catamarca_2400_balcon_lavadero_toilette_garage_lencke-propiedades-martinez
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.7640622481,-58.4105013368,250000.0,186.0,,,,http://lomas-de-zamora.properati.com.ar/x6k8_venta_casa_lomas-de-zamora
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.47567541,-58.6347651771,420000.0,260.0,,,,http://solares-del-talar.properati.com.ar/12qfs_venta_casa_solares-del-talar_suite_piscina_dependencias_impecable_delta-propiedades_cve
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5326318,-58.4788162,160000.0,45.0,4.0,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/ne1p_venta_departamentos_bs-as-g-b-a-zona-norte_lavalle-gral-_1500
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6499886,-58.6052445,220000.0,194.0,,,,http://haedo.properati.com.ar/zztp_venta_casa_haedo_suite_hidromasaje_jardin_lavadero_parrilla_piscina_quincho_vista_garage_placard_veronica-espinosa-negocios-inmobiliarios
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.755894,-58.205395,99000.0,20.0,,4.0,,http://berazategui.properati.com.ar/12hsb_venta_casa_berazategui_patio_re-max-sur
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.493741,-58.4830752,350000.0,400.0,,5.0,,http://la-lucila.properati.com.ar/y9l4_venta_casa_la-lucila_jardin_piscina_luminoso_garage_solimano-dal-pos-inmuebles
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.507305,-58.562929,180000.0,256.0,,4.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/wfhq_venta_casa_san-isidro
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4019617427,-58.6698093835,360000.0,220.0,,6.0,,http://barrio-los-alisos-nordelta.properati.com.ar/ysa3_venta_casa_nordelta_suite_jardin_lavadero_parrilla_piscina_vestidor_luminoso_dependencias_placard_mosquera-gallastegui
apartment,Argentina,Capital Federal,-34.5691963,-58.4453972,114000.0,35.0,,1.0,,http://belgrano.properati.com.ar/102vk_venta_departamentos_belgrano_balcon_lavadero_parrilla_sum_luminoso_garage_amenities_estrenar_triada-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4316044,-58.6584695,290000.0,200.0,,4.0,,http://la-comarca.properati.com.ar/zrgw_venta_casa_la-comarca_suite_lavadero_parrilla_toilette_dependencias_mosquera-gallastegui
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5570544,-58.7094839,55246.43,41.0,1.0,2.0,350.0,http://san-miguel-san-miguel.properati.com.ar/104j4_venta_departamentos_san-miguel_garage_amoblado_placard_federico-negro-estudio-inmobiliario
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.6036844,-58.3815591,155000.0,65.0,,,3400.0,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/11pw0_venta_departamentos_tigre_balcon_lavadero_parrilla_piscina_quincho_garage_impecable_placard_bustamante-propiedades_be7
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8281517,-58.3865471,98000.0,100.0,,,,http://burzaco.properati.com.ar/116ku_venta_casa_burzaco_luminoso_baldassini-negocios-inversiones
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.536704,-58.484784,140000.0,66.0,,2.0,,http://florida.properati.com.ar/11lwu_venta_departamentos_florida_piscina_quincho_sum_luminoso_garage_re-max-uno
apartment,Argentina,Capital Federal,-34.651762,-58.50547,100000.0,86.0,4.0,2.0,,http://mataderos.properati.com.ar/118xp_venta_departamentos_parque-avellaneda_balcon_terraza_amoblado_estrenar_re-max-capital
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4721147,-58.5219307,195000.0,92.0,3.0,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/ncij_venta_departamentos_san-isidro_3-de-febrero_400
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5541326551,-58.532189345,110000.0,110.0,,4.0,,http://general-san-martin-bs-as-g-b-a-zona-norte.properati.com.ar/zl4i_venta_otro_general-san-martin_jardin_lavadero_parrilla_patio_garage_viviana-villalobos-negocios-inmobiliarios
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6605454,-58.7103238,140000.0,110.0,,,,http://san-antonio-de-padua.properati.com.ar/ix1u_venta_casa_san-antonio-de-padua_santiago-de-estero_1100
apartment,Argentina,Capital Federal,-34.6028196,-58.4050207,108600.0,39.0,14.0,,,http://balvanera.properati.com.ar/x86a_venta_departamentos_balvanera
apartment,Argentina,Capital Federal,-34.6233463,-58.4698352,55000.0,20.0,,,,http://flores.properati.com.ar/11noy_venta_departamentos_flores_lavadero_terraza_garage_placard_aire-acondicionado_torres-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5948427,-58.5469806,85000.0,55.0,1.0,3.0,400.0,http://santos-lugares.properati.com.ar/vs2m_venta_departamentos_santos-lugares_oyuela_1400
apartment,Argentina,Capital Federal,-34.6022019,-58.3976113,157000.0,86.0,,4.0,1400.0,http://barrio-norte.properati.com.ar/l9g3_venta_departamentos_barrio-norte_tucuman_2100
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.65858459,-58.6960907,150000.0,135.0,,4.0,1.0,http://ituzaingo.properati.com.ar/owp2_venta_casa_ituzaingo
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.713662,-58.3930673,110000.0,70.0,,3.0,,http://lanus.properati.com.ar/zn6d_venta_departamentos_lanus_jardin_terraza_luminoso_garage_placard_gazda-propiedades_cq0
apartment,Argentina,Capital Federal,-34.56822,-58.458337,360877.62,96.0,13.0,3.0,,http://belgrano.properati.com.ar/vgdn_venta_departamentos_belgrano
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6571463,-58.5967773,110000.0,77.0,,,,http://moron-bs-as-g-b-a-zona-oeste.properati.com.ar/wz8f_venta_casa_moron
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6501051,-58.6387111,210000.0,121.0,,,,http://castelar-moron.properati.com.ar/111tr_venta_casa_castelar_quincho_amoblado_gabriel-paris-asesor-inmobiliario
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.37865,-58.679438,450000.0,220.0,,5.0,,http://barrio-san-isidro-labrador.properati.com.ar/yrt4_venta_casa_barrio-san-isidro-labrador_suite_jardin_parrilla_piscina_toilette_vestidor_dependencias_aire-acondicionado_doble-circulacion_re-max-data-house
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.536267,-58.479449,111400.0,46.0,1.0,2.0,,http://florida.properati.com.ar/uq20_venta_departamentos_florida
apartment,Argentina,Capital Federal,-34.5848617389,-58.4892838222,60000.0,36.0,,,,http://villa-pueyrredon.properati.com.ar/v7lw_venta_departamentos_villa-pueyrredon
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.6945309,-58.3942129,110000.0,121.0,,3.0,,http://lanus.properati.com.ar/ybtr_venta_casa_lanus_lavadero_terraza_ianchuk-negocios-inmobiliarios_9in
apartment,Argentina,Capital Federal,-34.600773252,-58.4053788523,238000.0,161.0,2.0,4.0,,http://balvanera.properati.com.ar/zfjb_venta_departamentos_capital-federal_viamonte_2777_hidromasaje_lavadero_vestidor_luminoso_dependencias_re-max-premium
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5372226,-58.713652,50000.0,35.0,2.0,,450.0,http://san-miguel-san-miguel.properati.com.ar/104hg_venta_departamentos_san-miguel_balcon_luminoso_garage_federico-negro-estudio-inmobiliario
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4996832,-58.7299254,58000.0,140.0,,,,http://grand-bourg.properati.com.ar/eihg_venta_casa_grand-bourg
apartment,Argentina,Capital Federal,-34.6209278,-58.4458736,97000.0,40.0,,,,http://caballito.properati.com.ar/v02c_venta_departamentos_caballito
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4159183,-58.8715073,200000.0,100.0,,3.0,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/wdhf_venta_casa_pilar
apartment,Argentina,Capital Federal,-34.623771,-58.440083,136000.0,46.0,,2.0,,http://caballito.properati.com.ar/1052c_venta_departamentos_caballito_balcon_lujoso_garage_caballito
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.9266206,-57.9627892,130000.0,64.0,,,,http://la-plata-bs-as-g-b-a-zona-sur.properati.com.ar/10zyz_venta_departamentos_la-plata_balcon_parrilla_terraza_garage_jauregui-lorda-propiedades
house,Argentina,Capital Federal,-34.5922928,-58.4251997,419000.0,150.0,,,,http://palermo.properati.com.ar/zt48_venta_casa_palermo_lavadero_patio_terraza_vestidor_luminoso_aire-acondicionado_nucifora-propiedades_crr
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5347247,-58.4727086,99000.0,60.0,,3.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/10amh_venta_departamentos_general-san-martin_luminoso_carlos-castano-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5612564,-58.562864,120000.0,142.0,,4.0,,http://villa-ballester.properati.com.ar/uuc0_venta_casa_villa-ballester_castelli
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.551104,-58.713566,99000.0,84.0,,3.0,,http://san-miguel-san-miguel.properati.com.ar/10mql_venta_casa_san-miguel_lavadero_patio_garage_re-max-life
apartment,Argentina,Capital Federal,-34.5597901,-58.4600378,240000.0,70.0,,3.0,3000.0,http://belgrano.properati.com.ar/z1vk_venta_departamentos_belgrano_balcon_terraza_toilette_garage_amenities_belgrano-chico-propiedades_bo4
apartment,Argentina,Capital Federal,-34.582649,-58.432937,142000.0,53.0,1.0,2.0,,http://palermo.properati.com.ar/10uw6_venta_departamentos_palermo_balcon_suite_parrilla_piscina_luminoso_garage_placard_re-max-total-iii
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.511471,-58.708757,120000.0,130.0,,,,http://malvinas-argentinas-bs-as-g-b-a-zona-norte.properati.com.ar/ein9_venta_casa_malvinas-argentinas
