type,country,region,lat,lon,price_usd,area_m2,floor,rooms,expenses,property_url
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4432688,-58.5523168,80861.64,41.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/u2ex_venta_departamentos_san-fernando
apartment,Argentina,Capital Federal,-34.570949,-58.434584,245000.0,71.0,2.0,3.0,,http://palermo.properati.com.ar/107eb_venta_departamentos_palermo_balcon_parrilla_terraza_toilette_luminoso_garage_placard_estrenar_re-max-total-v
apartment,Argentina,Capital Federal,-34.614226,-58.419049,69000.0,124.0,3.0,1.0,,http://almagro.properati.com.ar/11vtt_venta_departamentos_almagro_terraza_luminoso_garage_re-max-premium
apartment,Argentina,Capital Federal,-34.595688,-58.4031864,235000.0,100.0,1.0,4.0,3000.0,http://barrio-norte.properati.com.ar/12iob_venta_departamentos_barrio-norte_balcon_lavadero_toilette_garage_placard_subte-linea-d_subte-linea-h_eduardo-bertolotti-propiedades
apartment,Argentina,Capital Federal,-34.5911764502,-58.5083326486,123000.0,51.0,,,,http://villa-devoto.properati.com.ar/12uf7_venta_departamentos_villa-devoto_balcon_lavadero_parrilla_terraza_luminoso_adriana-unrein-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4210499,-58.5787719,130354.1,0.0,12.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/n5yr_venta_departamentos_tigre_mitre-bartolome_300
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4541175,-58.5414291,245000.0,0.0,,,,http://victoria.properati.com.ar/12p6l_venta_casa_victoria_3-de-febrero_3100_terraza_luminoso_garage_impecable_administracion-libertador-punta-chica
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.33624,-58.782174,95000.0,20.0,,3.0,,http://belen-de-escobar.properati.com.ar/y07a_venta_casa_escobar_jardin_lavadero_parrilla_patio_garage_impecable_placard_aire-acondicionado_re-max-lagos
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4615656,-58.5226974,710000.0,404.0,,,,http://beccar.properati.com.ar/wqi2_venta_casa_beccar_florencio-varela_300
apartment,Argentina,Capital Federal,-34.6386217,-58.496227,98000.0,60.0,,3.0,,http://villa-luro.properati.com.ar/xwoi_venta_departamentos_villa-luro_balcon_lavadero_nole-propiedades_cbd
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4498923,-58.5333348,396500.0,96.0,4.0,,,http://victoria.properati.com.ar/11tke_venta_departamentos_victoria_avenida-del-libertador_3200_baulera_suite_parrilla_piscina_terraza_toilette_vestidor_garage_organizacion-acassuso-san-isidro
apartment,Argentina,Capital Federal,-34.569335,-58.4348693,178000.0,60.0,9.0,3.0,3900.0,http://las-canitas.properati.com.ar/xoej_venta_departamentos_las-canitas_lavadero_luminoso_garage
apartment,Argentina,Capital Federal,-34.5429830084,-58.4812108375,92000.0,39.0,,1.0,2000.0,http://saavedra.properati.com.ar/10vyf_venta_departamentos_saavedra_balcon_sum_luminoso_ruiz-propiedades_cd6
apartment,Argentina,Capital Federal,-34.566673,-58.479431,120000.0,63.0,401.0,2.0,,http://villa-urquiza.properati.com.ar/11eaq_venta_departamentos_villa-urquiza_balcon_jardin_parrilla_piscina_sum_terraza_garage_placard_aire-acondicionado_losa-radiante_re-max-acci-oacute-n
apartment,Argentina,Capital Federal,-34.6123042,-58.4032943,100000.0,50.0,,,,http://almagro.properati.com.ar/wejr_venta_departamentos_almagro
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.933186,-58.005954,33871.32,51.0,,3.0,,http://la-plata.properati.com.ar/wbpt_venta_casa_brandsen
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4236893,-58.5739358,145000.0,70.0,4.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/vjih_venta_departamentos_tigre_coronel-morales_1200
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4928233,-58.5183263,285000.0,210.0,,,,http://martinez.properati.com.ar/ndwm_venta_casa_martinez_saenz-valiente-b-_1300
apartment,Argentina,Capital Federal,-34.5729833,-58.4388579,165000.0,47.0,,2.0,,http://belgrano.properati.com.ar/unua_venta_departamentos_belgrano
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.654234349,-58.5836304884,65000.0,40.0,,,,http://villa-luzuriaga.properati.com.ar/izxn_venta_departamento_villa-luzuriaga
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5028,-58.4945,161000.0,53.0,,2.0,,http://olivos.properati.com.ar/xhf6_venta_departamentos_olivos_balcon_gimnasio_sum_terraza_lujoso_garage_estrenar
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4112778,-58.8487244,310000.0,180.0,,,,http://haras-del-pilar-las-praderas-1-y-2.properati.com.ar/r6su_venta_casa_pilar
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.6321289,-58.7694321,240000.0,123.0,,4.0,,http://olivos.properati.com.ar/r98k_venta_casa_olivos
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.492268,-58.572085,420000.0,350.0,,6.0,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/11j6z_venta_casa_san-isidro_suite_hidromasaje_parrilla_piscina_quincho_toilette_garage_aire-acondicionado_re-max-total-i
apartment,Argentina,Capital Federal,-34.5806225,-58.41111,208000.0,60.0,,2.0,,http://palermo.properati.com.ar/10aqd_venta_departamentos_palermo_jardin_lujoso_placard_estrenar_migliorisi-propiedades_cy2
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.419124,-58.576849,108000.0,49.0,1.0,2.0,,http://tigre.properati.com.ar/wdfq_venta_departamentos_tigre
house,Argentina,Capital Federal,-34.6203625,-58.4239199,300000.0,225.0,,,,http://almagro.properati.com.ar/11u1w_venta_casa_almagro_suite_patio_terraza_dependencias_garage_santamaria-negocios-inmobiliarios
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4238063664,-58.8051429216,1700000.0,684.0,,10.0,5100.0,http://barrio-privado-ayres-de-pilar.properati.com.ar/z413_venta_casa_barrio-privado-ayres-de-pilar-_suite_hidromasaje_jardin_lavadero_parrilla_patio_piscina_terraza_toilette_vestidor_dependencias_garage_aire-acondicionado_losa-radiante_izrastzoff-agentes-inmobiliarios
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6061221224,-58.5941487551,95000.0,76.0,1.0,3.0,,http://el-palomar.properati.com.ar/ujnd_venta_departamentos_el-palomar
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6056865,-58.6851355,130000.0,125.0,,,,http://villa-udaondo.properati.com.ar/uizl_venta_casa_villa-udaondo
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.697689,-58.394772,175000.0,112.0,,4.0,,http://lanus.properati.com.ar/10z8t_venta_casa_lanus_balcon_lavadero_parrilla_patio_toilette_vestidor_luminoso_garage_aire-acondicionado_re-max-titanium
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4356076,-58.561971,180000.0,171.0,,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/12peh_venta_casa_san-fernando_suite_lavadero_patio_terraza_luminoso_placard_doble-circulacion_alejandra-maradona-inmobiliaria
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4429534896,-58.7390708823,191498.49,66.0,,2.0,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/zstg_venta_departamentos_pilar_gimnasio_lavadero_parrilla_piscina_sum_sauna_garage_amenities_nucifora-propiedades_cro
apartment,Argentina,Capital Federal,-34.6167403,-58.4430273,66720.0,28.0,,1.0,,http://caballito.properati.com.ar/11d9m_venta_departamentos_caballito_baulera_parrilla_garage_lone-lighthouse_d9p
apartment,Argentina,Capital Federal,-34.58751,-58.510665,146000.0,90.0,,3.0,,http://villa-devoto.properati.com.ar/11xt4_venta_departamentos_villa-devoto_balcon_parrilla_patio_terraza_toilette_lujoso_garage_placard_aire-acondicionado_devoto
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6837283657,-58.5618978739,150000.0,130.0,,,,http://san-justo-la-matanza.properati.com.ar/u2te_venta_casa_san-justo_chile_3300
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4209472403,-58.7610419607,219000.0,200.0,,,,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/118li_venta_casa_pilar_suite_lavadero_parrilla_vestidor_garage_tenis_placard_doble-circulacion_basso-bienes-raices_d81
apartment,Argentina,Capital Federal,-34.6132024,-58.4330886,162911.22,62.0,,3.0,,http://caballito.properati.com.ar/11snn_venta_departamentos_caballito_balcon_vestidor_migliorisi-propiedades_cy3
apartment,Argentina,Capital Federal,-34.544171,-58.478875,113360.0,42.0,,2.0,,http://saavedra.properati.com.ar/yr01_venta_departamentos_saavedra_garage_amenities_belgrano
apartment,Argentina,Capital Federal,-34.5451249855,-58.4787020744,115000.0,54.0,1.0,,,http://saavedra.properati.com.ar/12gfo_venta_departamentos_saavedra_zapiola_4500_parrilla_terraza_placard_aire-acondicionado_narvaez-cia-walter-fabian-narvaez-csi-4169
apartment,Argentina,Capital Federal,-34.622464,-58.398128,105000.0,48.0,3.0,2.0,,http://san-cristobal.properati.com.ar/11f0i_venta_departamentos_balvanera_balcon_lavadero_garage_amenities_placard_estrenar_re-max-titanium
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5408527,-58.7068321,340000.0,380.0,,4.0,,http://san-miguel-san-miguel.properati.com.ar/104k2_venta_casa_san-miguel_baulera_suite_lavadero_parrilla_terraza_toilette_vestidor_electrogeno_garage_amoblado_impecable_placard_federico-negro-estudio-inmobiliario
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.9132785918,-57.982773838,180000.0,95.0,,4.0,,http://la-plata.properati.com.ar/waxa_venta_casa_la-plata
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4277023,-58.5764369,100000.0,50.0,1.0,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/nkra_venta_departamentos_tigre_enciso_1100
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.3884625985,-58.6458905964,840000.0,380.0,,,,http://nordelta.properati.com.ar/zu77_venta_casa_nordelta_suite_lavadero_parrilla_piscina_terraza_toilette_vestidor_dependencias_placard_losa-radiante_delta-propiedades_cs0
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4778194,-58.4891345,1150000.0,420.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xgkb_venta_casa_san-isidro_doctor-eduardo-madero_1300
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6010618,-58.5661008,54000.0,31.0,10.0,2.0,,http://caseros.properati.com.ar/vbxx_venta_departamentos_caseros
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.798819,-58.392806,155000.0,89.0,2.0,3.0,,http://adrogue.properati.com.ar/11evf_venta_departamentos_almirante-brown_balcon_lavadero_luminoso_dependencias_garage_re-max-capital
apartment,Argentina,Capital Federal,-34.5413646,-58.4633598,158000.0,42.0,,2.0,1400.0,http://nunez.properati.com.ar/11wym_venta_departamentos_nunez_balcon_hidromasaje_lavadero_sauna_garage_deborah-sosa-inversiones-inmobiliarias_akn
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.425087,-58.5796585,890000.0,500.0,,,,http://nordelta.properati.com.ar/zsvi_venta_casa_nordelta_lavadero_parrilla_piscina_dependencias_garage_nucifora-propiedades_crq
apartment,Argentina,Capital Federal,-34.6128601,-58.4922702,97000.0,43.0,7.0,,,http://villa-del-parque.properati.com.ar/11wik_venta_departamentos_villa-del-parque_lavadero_parrilla_lujoso_garage_laurenzano-propiedades_4yy
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5254221,-58.7035584,250000.0,100.0,,,,http://los-polvorines.properati.com.ar/11qck_venta_casa_los-polvorines_parrilla_piscina_quincho_luminoso_garage_federico-negro-estudio-inmobiliario_dd8
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4106188441,-58.671611828,770000.0,280.0,,5.0,4500.0,http://barrio-la-alameda-nordelta.properati.com.ar/12mwo_venta_casa_barrio-la-alameda_baulera_suite_hidromasaje_jardin_lavadero_parrilla_piscina_quincho_vestidor_luminoso_vista_dependencias_placard_aire-acondicionado_losa-radiante_covello-propiedades_9ij
apartment,Argentina,Capital Federal,-34.6202466,-58.4165902,89500.0,40.0,,1.0,,http://almagro.properati.com.ar/v1cq_venta_departamentos_almagro
apartment,Argentina,Capital Federal,-34.5929493958,-58.3771653353,330000.0,120.0,4.0,,,http://recoleta.properati.com.ar/oa74_venta_departamentos_recoleta_basavilbaso_1300
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.390503,-58.670601,50000.0,80.0,,3.0,,http://benavidez.properati.com.ar/ym7v_venta_casa_nordelta_jardin_parrilla_piscina_placard_re-max-total-i
house,Argentina,Capital Federal,-34.590113,-58.486301,418000.0,20.0,,4.0,,http://agronomia.properati.com.ar/wpq7_venta_casa_capital-federal
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5547263,-58.5686332,85000.0,80.0,,,,http://san-martin.properati.com.ar/rl42_venta_casa_san-martin
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.449671,-58.838825,177000.0,179.0,,4.0,,http://pilar.properati.com.ar/ynuy_venta_departamentos_pilar_suite_gimnasio_jardin_lavadero_parrilla_piscina_quincho_sum_terraza_toilette_garage_tenis_aire-acondicionado_re-max-total-i
apartment,Argentina,Capital Federal,-34.5830769724,-58.422257979,210000.0,75.0,,4.0,,http://palermo.properati.com.ar/10uh6_venta_departamentos_palermo_jardin_patio_vista_di-mitrio-inmobiliaria_d2r
apartment,Argentina,Capital Federal,-34.6153103,-58.3619834,179375.0,47.0,,2.0,,http://puerto-madero.properati.com.ar/12j40_venta_departamentos_puerto-madero_balcon_le-bleu
apartment,Argentina,Capital Federal,-34.5574837,-58.4806697,165000.0,56.0,3.0,2.0,,http://saavedra.properati.com.ar/nn86_venta_departamentos_saavedra
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6802468,-58.5533474,93000.0,55.0,4.0,2.0,,http://san-justo-la-matanza.properati.com.ar/zo63_venta_departamentos_san-justo_garage_estrenar_russo-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5203,-58.4746,112000.0,40.0,,2.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/xhct_venta_departamentos_vicente-lopez_placard
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.8167671,-58.4582775,86000.0,52.0,,2.0,1200.0,http://monte-grande.properati.com.ar/109tf_venta_departamentos_monte-grande_belprop-de-luca
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6438679,-58.5909,89000.0,48.0,3.0,2.0,,http://haedo.properati.com.ar/xzj9_venta_departamentos_haedo_balcon_parrilla_sum_luminoso_lujoso_garage_placard_rosso-propiedades_awx
apartment,Argentina,Capital Federal,-34.6086508,-58.4255808,85000.0,27.0,1.0,2.0,1400.0,http://almagro.properati.com.ar/12ee7_venta_departamentos_almagro_lavadero_patio_impecable_placard_subte-linea-b_subte-linea-a_eduardo-bertolotti-propiedades
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.7105383324,-58.3833217621,145000.0,65.0,,3.0,2.0,http://lanus.properati.com.ar/prv4_venta_casa_lanus
apartment,Argentina,Capital Federal,-34.640296,-58.378665,172000.0,84.0,,2.0,,http://barracas.properati.com.ar/10zsy_venta_departamentos_parque-patricios_gimnasio_jardin_lavadero_piscina_sum_luminoso_re-max-puerto
apartment,Argentina,Capital Federal,-34.5672638,-58.4606725,450000.0,156.0,,5.0,5000.0,http://belgrano.properati.com.ar/11oog_venta_departamentos_belgrano_latitud-ns_dck
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7989743,-58.3835912,93000.0,36.0,,1.0,,http://adrogue.properati.com.ar/zn96_venta_departamentos_adrogue_balcon_lavadero_piscina_luminoso_garage_placard_gazda-propiedades_cq0
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.592155,-58.542587,105000.0,71.0,3.0,2.0,,http://san-martin.properati.com.ar/sho8_venta_departamentos_san-martin
apartment,Argentina,Capital Federal,-34.6472257,-58.4923125,88000.0,40.0,,3.0,1300.0,http://mataderos.properati.com.ar/11wu7_venta_departamentos_mataderos_balcon_impecable_placard_fj-lujan-propiedades
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4697575,-58.5060882,1500000.0,450.0,,,,http://san-isidro-bs-as-g-b-a-zona-norte.properati.com.ar/xcv1_venta_casa_san-isidro_leandro-n-alem_700
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4154090073,-58.6668761997,1350000.0,450.0,,,,http://nordelta.properati.com.ar/10kim_venta_casa_nordelta_suite_lavadero_parrilla_piscina_garage_azul-propiedades
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.9063747,-58.3560113,280000.0,172.0,,,,http://guernica.properati.com.ar/wi64_venta_casa_guernica
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.812611,-58.496278,89117.76,55.0,,2.0,,http://monte-grande.properati.com.ar/11wn5_venta_casa_monte-grande_baulera_suite_gimnasio_lavadero_piscina_terraza_luminoso_garage_amenities_placard_aire-acondicionado_re-max-alianza
apartment,Argentina,Capital Federal,-34.597769,-58.42644,216500.0,64.0,2.0,3.0,,http://villa-crespo.properati.com.ar/vr27_venta_departamentos_villa-crespo
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4919003,-58.4935555,470000.0,120.0,15.0,,,http://olivos.properati.com.ar/n5ur_venta_departamentos_olivos_rawson_2500
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.3834459,-58.7581549,280000.0,320.0,,6.0,,http://escobar.properati.com.ar/vtaj_venta_casa_escobar
apartment,Argentina,Capital Federal,-34.600022,-58.4175858,89000.0,38.0,,2.0,432.0,http://palermo.properati.com.ar/11wdp_venta_departamentos_palermo_lavadero_vestidor_placard_cabildo-500
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4445813,-58.5515538,76300.0,39.0,,1.0,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/cm3e_venta_departamento_san-fernando
apartment,Argentina,Capital Federal,-34.612413,-58.419328,188000.0,90.0,,4.0,,http://almagro.properati.com.ar/12hym_venta_departamentos_almagro_balcon_hidromasaje_lavadero_patio_luminoso_vista_garage_impecable_placard_subte-linea-a_re-max-premium
apartment,Argentina,Bs.As. G.B.A. Zona Oeste,-34.6065667,-58.5588165,85000.0,45.0,2.0,2.0,,http://caseros.properati.com.ar/urdi_venta_departamentos_caseros
apartment,Argentina,Capital Federal,-34.5525338,-58.4512771,106000.0,33.0,,1.0,,http://belgrano.properati.com.ar/okik_venta_departamentos_belgrano_del-libertador-av-_6400
apartment,Argentina,Capital Federal,-34.5890312346,-58.3907523576,690000.0,248.0,,5.0,10200.0,http://barrio-norte.properati.com.ar/10pbj_venta_departamentos_barrio-norte_balcon_suite_lavadero_vestidor_dependencias_garage_izrastzoff-agentes-inmobiliarios
apartment,Argentina,Capital Federal,-34.5427503,-58.4601452,220000.0,70.0,,2.0,,http://nunez.properati.com.ar/zbn0_venta_departamentos_nunez_balcon_piscina_toilette_luminoso_aire-acondicionado_f-gk-propiedades_7ej
house,Argentina,Capital Federal,-34.6050262,-58.4657702,149000.0,105.0,,3.0,,http://paternal.properati.com.ar/111lp_venta_casa_paternal_balcon_lavadero_parrilla_terraza_garage_impecable_brick-propiedades-local-palermo-chico
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.5050492,-58.5026427,180000.0,80.0,,3.0,,http://olivos.properati.com.ar/118no_venta_casa_vicente-lopez_carlos-gardel_2200_parrilla_patio_terraza_toilette_luminoso_garage_re-max-liberty
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7575006,-58.391436,89900.0,43.0,2.0,,,http://lomas-de-zamora.properati.com.ar/w64j_venta_departamentos_lomas-de-zamora
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4362352507,-58.9383360568,450000.0,230.0,,7.0,13000.0,http://pilar-bs-as-g-b-a-zona-norte.properati.com.ar/z41d_venta_casa_carmel-country-club_suite_jardin_lavadero_piscina_luminoso_vista_dependencias_aire-acondicionado_losa-radiante_izrastzoff-agentes-inmobiliarios
apartment,Argentina,Capital Federal,-34.6116686,-58.4115275,130000.0,69.0,,3.0,1989.0,http://balvanera.properati.com.ar/118a0_venta_departamentos_balvanera_balcon_lavadero_luminoso_dependencias_korn-emprendimientos
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5747409,-58.5319872,125000.0,93.0,,,,http://san-martin.properati.com.ar/eb73_venta_departamento_san-martin
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4188955,-58.5863901,800000.0,600.0,,,,http://tigre-bs-as-g-b-a-zona-norte.properati.com.ar/nifb_venta_casa_tigre_belgrano_1100
apartment,Argentina,Capital Federal,-34.556252,-58.468616,179500.0,77.0,,3.0,,http://nunez.properati.com.ar/wzkz_venta_departamentos_colegiales
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4453924,-58.5510634,92297.0,43.0,1.0,,,http://san-fernando-bs-as-g-b-a-zona-norte.properati.com.ar/zg6i_venta_departamentos_san-fernando_constitucion_1800_balcon_garage_narvaez-cia-walter-fabian-narvaez-csi-4169
apartment,Argentina,Capital Federal,-34.5879217,-58.3980672,239000.0,86.0,,3.0,2700.0,http://barrio-norte.properati.com.ar/wh4q_venta_departamentos_barrio-norte
apartment,Argentina,Capital Federal,-34.6032728,-58.3961414,122907.6,35.0,2.0,1.0,,http://centro-microcentro.properati.com.ar/10q47_venta_departamentos_centro-microcentro_lavadero_parrilla_sum_terraza_auge-propiedades
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7438476,-58.4139304,120000.0,56.0,,3.0,,http://banfield.properati.com.ar/hxas_venta_departamento_banfield
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.425087,-58.5796585,159000.0,42.0,,2.0,,http://nordelta.properati.com.ar/zsy3_venta_departamentos_nordelta_baulera_vista_garage_nucifora-propiedades_crq
apartment,Argentina,Capital Federal,-34.590196,-58.4491363,76000.0,30.0,,1.0,,http://chacarita.properati.com.ar/10ruj_venta_departamentos_chacarita_balcon_gimnasio_jardin_lavadero_parrilla_piscina_sum_luminoso_vista_estrenar_grupo-g-asociados_cgu
apartment,Argentina,Capital Federal,-34.609443,-58.362868,319000.0,62.0,,2.0,,http://puerto-madero.properati.com.ar/12dt0_venta_departamentos_puerto-madero_manso-juana_1500_balcon_baulera_gimnasio_piscina_sum_vista_sauna_garage_amenities_re-max-puerto
apartment,Argentina,Capital Federal,-34.5546333,-58.4673952,265000.0,84.0,8.0,4.0,1900.0,http://belgrano.properati.com.ar/vum1_venta_departamentos_belgrano_moldes_3100
house,Argentina,Capital Federal,-34.5581622,-58.4654978,175000.0,92.0,,,,http://belgrano.properati.com.ar/w1wx_venta_casa_belgrano
apartment,Argentina,Bs.As. G.B.A. Zona Sur,-34.7073279,-58.386127,300000.0,170.0,1.0,5.0,,http://lanus-este.properati.com.ar/xzih_venta_departamentos_lanus-este_general-o-higgins_1700_balcon_suite_lavadero_parrilla_quincho_terraza_toilette_luminoso_dependencias_garage_amenities_eduardo-reyes-propiedades
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.629606106,-58.8783502579,80000.0,200.0,,3.0,,http://moreno-bs-as-g-b-a-zona-oeste.properati.com.ar/7fss_venta_casa_moreno
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4907718,-58.5264222,215000.0,120.0,,,,http://martinez.properati.com.ar/zfws_venta_casa_martinez_asuncion_800_vestidor_garage_martin-propiedades_aov
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.4056679224,-58.6509478388,148000.0,50.0,,,,http://nordelta.properati.com.ar/10oba_venta_departamentos_nordelta_baulera_lavadero_parrilla_piscina_terraza_luminoso_garage_salaya-romera-nordelta
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.4290813006,-58.7367175979,120000.0,140.0,,,,http://garin.properati.com.ar/xrkp_venta_casa_garin_lavadero_patio
house,Argentina,Bs.As. G.B.A. Zona Norte,-34.487081,-58.5772948,450000.0,300.0,,,,http://bs-as-g-b-a-zona-norte.properati.com.ar/11n1w_venta_casa_bs-as-g-b-a-zona-norte_gobernador-arana_2000_suite_lavadero_parrilla_piscina_toilette_vestidor_dependencias_achaval-toribio-las-lomas-de-san-isidro
apartment,Argentina,Capital Federal,-34.5594986,-58.4451978,125000.0,60.0,,3.0,1600.0,http://belgrano.properati.com.ar/12q5i_venta_departamentos_belgrano_balcon_baulera_lujoso_garage_aire-acondicionado_asempro_dcw
apartment,Argentina,Capital Federal,-34.5556612116,-58.4581830963,792700.0,137.0,,4.0,,http://belgrano.properati.com.ar/12tfu_venta_departamentos_belgrano_subte-linea-d_interwin-marketing-inmobiliario_9ic
apartment,Argentina,Capital Federal,-34.573086,-58.432064,140000.0,65.0,5.0,2.0,,http://palermo.properati.com.ar/yjps_venta_departamentos_almagro_balcon_terraza_vestidor_re-max-ayres
apartment,Argentina,Capital Federal,-34.5626326646,-58.4870649408,115000.0,47.0,4.0,,,http://villa-urquiza.properati.com.ar/sq0g_venta_departamentos_villa-urquiza_pedraza-manuela_4700
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.522558,-58.474474,340000.0,151.0,,4.0,,http://vicente-lopez.properati.com.ar/zrck_venta_departamentos_vicente-lopez_balcon_baulera_suite_hidromasaje_jardin_sum_toilette_luminoso_vista_lujoso_garage_aire-acondicionado_losa-radiante_re-max-ayres-ii
apartment,Argentina,Bs.As. G.B.A. Zona Norte,-34.5214739,-58.4851879,120000.0,40.0,,2.0,,http://vicente-lopez-bs-as-g-b-a-zona-norte.properati.com.ar/zpqt_venta_departamentos_vicente-lopez_balcon_baulera_lavadero_patio_terraza_luminoso_placard_carlos-castano-propiedades
apartment,Argentina,Capital Federal,-34.5589976,-58.4444811,197000.0,73.0,6.0,4.0,2600.0,http://belgrano.properati.com.ar/zedq_venta_departamentos_belgrano_balcon_luminoso_vista_dependencias_alternativa-propiedades
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.745863047,-58.3978899519,680000.0,290.0,,4.0,,http://banfield.properati.com.ar/ow67_venta_casa_banfield
apartment,Argentina,Capital Federal,-34.5995704,-58.4040074,300000.0,160.0,,6.0,,http://balvanera.properati.com.ar/1047z_venta_departamentos_balvanera_the-union-propiedades_8tu
apartment,Argentina,Capital Federal,-34.636481,-58.487153,150000.0,65.0,,3.0,,http://floresta.properati.com.ar/zv08_venta_departamentos_floresta_lavadero_terraza_luminoso_devoto
house,Argentina,Bs.As. G.B.A. Zona Sur,-34.8368477,-58.3763231,340000.0,0.0,,6.0,,http://burzaco.properati.com.ar/znan_venta_casa_burzaco_suite_hidromasaje_jardin_lavadero_piscina_toilette_vestidor_luminoso_vista_garage_placard_gazda-propiedades_cq0
apartment,Argentina,Capital Federal,-34.6405283,-58.5294588,200000.0,60.0,,3.0,1000.0,http://villa-luro.properati.com.ar/y08v_venta_departamentos_villa-luro_baulera_garage_impecable_niro-brokers
apartment,Argentina,Capital Federal,-34.6180183,-58.3626288,734000.0,82.0,,2.0,,http://puerto-madero.properati.com.ar/115i8_venta_departamentos_puerto-madero_amenities_soldati-propiedades
house,Argentina,Bs.As. G.B.A. Zona Oeste,-34.5970314,-58.5669175,220000.0,180.0,,4.0,,http://caseros.properati.com.ar/105w3_venta_casa_caseros_jardin_lavadero_patio_quincho_sum_terraza_toilette_luminoso_dependencias_garage_placard_pablo-yaryura-casa-central
