region,locality,price_usd,area_m2,floor,rooms,expenses,properati_url,lat,lon
Capital Federal,Belgrano,200000.0,82.0,,3.0,3500.0,http://belgrano.properati.com.ar/117fk_venta_departamentos_belgrano_balcon_toilette_luminoso_placard_ruiz-propiedades_cd6,-34.5683283,-58.4719439
Capital Federal,Las Cañitas,271000.0,63.0,9.0,2.0,1200.0,http://las-canitas.properati.com.ar/w35m_venta_departamentos_las-canitas,-34.5679842,-58.4337564
Capital Federal,Recoleta,250000.0,65.0,,,,http://recoleta.properati.com.ar/zbk3_venta_departamentos_recoleta_balcon_toilette_estrenar_der-asoc-estudio-inmobiliario,-34.5953421021,-58.405410881
Capital Federal,Agronomía,127000.0,45.0,,2.0,,http://agronomia.properati.com.ar/wvh2_venta_departamentos_agronomia,-34.5877864,-58.5110465
Capital Federal,Barracas,60000.0,45.0,,2.0,,http://barracas.properati.com.ar/10790_venta_departamentos_barracas_balcon_baulera_piscina_sum_garage_re-max-uno,-34.632413,-58.370082
Capital Federal,Parque Chacabuco,92000.0,60.0,,2.0,,http://parque-chacabuco.properati.com.ar/whwg_venta_departamentos_parque-chacabuco,-34.639925,-58.438406
Capital Federal,Belgrano,116533.0,32.0,,1.0,,http://belgrano.properati.com.ar/okil_venta_departamentos_belgrano_del-libertador-av-_6400,-34.5525338,-58.4512771
Capital Federal,Villa Santa Rita,94000.0,43.0,,,,http://villa-santa-rita.properati.com.ar/11qxg_venta_departamentos_villa-santa-rita_balcon_luminoso_garage_placard_estrenar_mario-notti-corredor-inmobiliario,-34.6137933,-58.4831803
Capital Federal,San Nicolás,125000.0,60.0,,2.0,,http://san-nicolas.properati.com.ar/10z1g_venta_departamentos_puerto-madero_balcon_re-max-central,-34.598958,-58.379758
Capital Federal,Belgrano,266761.37,81.0,3.0,3.0,,http://belgrano.properati.com.ar/uykd_venta_departamentos_belgrano,-34.56822,-58.458337
Capital Federal,Flores,70000.0,37.0,,2.0,,http://flores.properati.com.ar/ycx0_venta_departamentos_flores_re-max-total-v,-34.625227,-58.457758
Capital Federal,Palermo,125000.0,58.0,,3.0,,http://palermo.properati.com.ar/10bgn_venta_departamentos_palermo_lavadero_luminoso_migliorisi-propiedades_cy0,-34.5931886,-58.4246144
Capital Federal,Saavedra,113360.0,42.0,,2.0,,http://saavedra.properati.com.ar/yr02_venta_departamentos_saavedra_garage_amenities_belgrano,-34.544171,-58.478875
Capital Federal,Nuñez,155000.0,64.0,7.0,4.0,,http://nunez.properati.com.ar/11o7d_venta_departamentos_nunez_balcon_lavadero_sum_luminoso_re-max-total-v,-34.546435,-58.468949
Capital Federal,San Cristobal,169000.0,59.0,25.0,3.0,1500.0,http://san-cristobal.properati.com.ar/10ml7_venta_departamentos_san-cristobal_calvo-carlos_3000_lavadero_parrilla_piscina_sum_garage_estrenar_salaya-romera-barrio-norte,-34.6223398871,-58.4085322312
Capital Federal,Palermo,125000.0,41.0,,2.0,1528.0,http://palermo.properati.com.ar/11wdq_venta_departamentos_palermo_lavadero_impecable_placard_cabildo-500,-34.5709649,-58.4403013
Capital Federal,Barrio Norte,94830.0,31.0,,1.0,,http://barrio-norte.properati.com.ar/105q3_venta_departamentos_barrio-norte_balcon_lavadero_parrilla_patio_luminoso_aire-acondicionado_triada-propiedades,-34.6014487472,-58.3971252862
Capital Federal,Belgrano,147000.0,61.0,,2.0,,http://belgrano.properati.com.ar/11k8s_venta_departamentos_belgrano_balcon_garage_placard_belgrano,-34.553811,-58.453759
Capital Federal,San Cristobal,105302.0,33.0,1.0,,,http://san-cristobal.properati.com.ar/zjc9_venta_departamentos_san-cristobal_terraza_placard_lepore-propiedades-centro,-34.6212158,-58.4035735
Capital Federal,Almagro,142500.0,74.0,,,,http://almagro.properati.com.ar/holv_venta_departamento_almagro,-34.6045433,-58.4182362
Capital Federal,Belgrano,375000.0,76.0,,3.0,,http://belgrano.properati.com.ar/12p9o_venta_departamentos_belgrano_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_toilette_sauna_amenities_ziade-realty,-34.5600767,-58.4463618
Capital Federal,Almagro,70000.0,36.0,,2.0,1200.0,http://almagro.properati.com.ar/12tfv_venta_departamentos_almagro_garage_subte-linea-a_interwin-marketing-inmobiliario_9ic,-34.6122578,-58.4149356
Capital Federal,Belgrano,206000.0,60.0,5.0,3.0,,http://belgrano.properati.com.ar/z0vm_venta_departamentos_belgrano_balcon_gimnasio_parrilla_piscina_sum_terraza_luminoso_garage_estrenar_nunez,-34.563649,-58.465379
Capital Federal,Villa Crespo,92000.0,36.0,,2.0,,http://villa-crespo.properati.com.ar/10b0w_venta_departamentos_villa-crespo_migliorisi-propiedades_cy0,-34.5944575,-58.4432275
Capital Federal,Boedo,26770.84,38.0,,,,http://boedo.properati.com.ar/ee8h_venta_departamento_boedo,-34.6266960708,-58.4248563897
Capital Federal,Monserrat,78900.0,48.0,,2.0,900.0,http://monserrat.properati.com.ar/uuwv_venta_departamentos_monserrat,-34.617005,-58.387558
Capital Federal,Barracas,175000.0,53.0,,3.0,1500.0,http://barracas.properati.com.ar/107uf_venta_departamentos_barracas_lavadero_parrilla_piscina_sum_luminoso_garage_mks-propiedades_6m3,-34.6343737,-58.3712215
Capital Federal,,110000.0,45.0,,1.0,,http://capital-federal.properati.com.ar/11cjs_venta_departamentos_capital-federal_balcon_patio_lujoso_placard_el-trebol-morana-inmuebles-servicios,,
Capital Federal,Belgrano,209000.0,82.0,,4.0,2500.0,http://belgrano.properati.com.ar/x4xp_venta_departamentos_belgrano,-34.5679696,-58.4487838
Capital Federal,Monserrat,79700.0,31.0,,1.0,,http://monserrat.properati.com.ar/jjzc_venta_otro_monserrat,-34.6230076441,-58.3913563408
Capital Federal,Palermo,145000.0,57.0,,2.0,,http://palermo.properati.com.ar/ysbv_venta_departamentos_palermo_balcon_piscina_garage_placard_aire-acondicionado_mazur-arquitectura-inmobiliaria,-34.5963907,-58.4116606
Capital Federal,Caballito,72800.0,35.0,,2.0,,http://caballito.properati.com.ar/10lir_venta_departamentos_caballito_lavadero_parrilla_sum_terraza_garage_re-max-uno,-34.617228,-58.457265
Capital Federal,Palermo,136000.0,44.0,,1.0,,http://palermo.properati.com.ar/10uux_venta_departamentos_palermo_gimnasio_lavadero_parrilla_piscina_sum_terraza_lujoso_amenities_aire-acondicionado_plaza-guadalupe,-34.597824,-58.416438
Capital Federal,Barracas,82500.0,31.0,,1.0,,http://barracas.properati.com.ar/11hel_venta_departamentos_barracas_balcon_baulera_parrilla_piscina_terraza_luminoso_garage_amenities_di-mitrio-inmobiliaria_90i,-34.633021,-58.370341
Capital Federal,Barracas,79581.17,42.0,,1.0,,http://barracas.properati.com.ar/zsma_venta_departamentos_barracas_balcon_piscina_amenities_placard_nucifora-propiedades_crr,-34.6321116,-58.3703982
Capital Federal,Caballito,182000.0,59.0,2.0,,2500.0,http://caballito.properati.com.ar/12028_venta_departamentos_caballito_balcon_lavadero_parrilla_toilette_luminoso_garage_impecable_placard_lepore-propiedades,-34.6295084,-58.4347383
Capital Federal,San Cristobal,64766.58,39.0,,2.0,,http://san-cristobal.properati.com.ar/10rb0_venta_departamentos_balvanera_lavadero_parrilla_terraza_garage_re-max-uno,-34.620683,-58.396645
Capital Federal,Centro / Microcentro,108000.0,50.0,,,,http://centro-microcentro.properati.com.ar/12lyx_venta_departamentos_centro-microcentro_luminoso_lujoso_placard_subte-linea-e_subte-linea-c_inmobiliaria-calot,-34.6177506,-58.3829977
Capital Federal,Caballito,185000.0,100.0,2.0,3.0,2200.0,http://caballito.properati.com.ar/10wz6_venta_departamentos_caballito_balcon_baulera_lujoso_dependencias_garage_impecable_mr-inmuebles_akd,-34.61121,-58.430751
Capital Federal,Palermo,183500.0,60.0,,,,http://palermo.properati.com.ar/12m1o_venta_departamentos_palermo_balcon_baulera_lavadero_parrilla_piscina_toilette_garage_amenities_subte-linea-b_inmobiliaria-calot,-34.5854115,-58.4434737
Capital Federal,Palermo,150000.0,44.0,7.0,2.0,,http://palermo.properati.com.ar/12jap_venta_departamentos_palermo_garage_subte-linea-d_nexo-propiedades_b76,-34.5790338,-58.438252
Capital Federal,Belgrano,237000.0,90.0,,4.0,5099.0,http://belgrano.properati.com.ar/zvin_venta_departamentos_belgrano_lavadero_luminoso_dependencias_placard_cabildo-500,-34.5735299,-58.4409786
Capital Federal,Caballito,107000.0,52.0,4.0,1.0,,http://caballito.properati.com.ar/xdrl_venta_departamentos_caballito,-34.616667,-58.45
Capital Federal,Belgrano,129000.0,58.0,,3.0,200.0,http://belgrano.properati.com.ar/11sl0_venta_departamentos_belgrano_balcon_placard_sf-grupo-inmobiliario_9ib,-34.5632097749,-58.4690852765
Capital Federal,Villa Urquiza,135000.0,56.0,,3.0,,http://villa-urquiza.properati.com.ar/xzyx_venta_departamentos_villa-pueyrredon_balcon_suite_hidromasaje_lavadero_parrilla_vestidor_amenities_re-max-premium,-34.570595,-58.484173
Capital Federal,Recoleta,125000.0,38.0,,1.0,,http://recoleta.properati.com.ar/11kuv_venta_departamentos_recoleta_luminoso_garage_lone-lighthouse_d9s,-34.590165,-58.400558
Capital Federal,Barracas,99000.0,67.0,,3.0,,http://barracas.properati.com.ar/11hd2_venta_departamentos_barracas_di-mitrio-inmobiliaria_90i,-34.62969,-58.370891
Capital Federal,Palermo,96000.0,38.0,5.0,1.0,,http://palermo.properati.com.ar/rydr_venta_departamentos_palermo_cabrera-jose-a-_3800,-34.5965586611,-58.4198318965
Capital Federal,Caballito,130000.0,66.0,,,,http://caballito.properati.com.ar/fq1h_venta_departamento_caballito,-34.6062505,-58.4415822
Capital Federal,Recoleta,175000.0,50.0,4.0,2.0,2300.0,http://recoleta.properati.com.ar/11fod_venta_departamentos_recoleta_balcon_baulera_suite_lavadero_piscina_toilette_vestidor_lujoso_garage_aire-acondicionado_losa-radiante_alternativa-propiedades,-34.5934993495,-58.3976831057
Capital Federal,Caballito,126900.0,44.0,,2.0,,http://caballito.properati.com.ar/x00d_venta_departamentos_caballito,-34.62408,-58.4307
Capital Federal,Villa Crespo,89900.0,39.0,8.0,2.0,,http://villa-crespo.properati.com.ar/101cp_venta_departamentos_villa-crespo_lavadero_parrilla_sum_toilette_luminoso_garage_aire-acondicionado_estrenar_re-max-premium,-34.600927,-58.437438
Capital Federal,Villa Crespo,159500.0,66.0,2.0,4.0,4000.0,http://villa-crespo.properati.com.ar/yaft_venta_departamentos_villa-crespo_balcon_baulera_lavadero_toilette_luminoso_garage_placard_eduardo-bertolotti-propiedades,-34.595587744,-58.4410885784
Capital Federal,Villa Crespo,139500.0,55.0,4.0,3.0,2200.0,http://villa-crespo.properati.com.ar/10jbt_venta_departamentos_villa-crespo_villarroel_1200_balcon_lavadero_lujoso_impecable_placard_bertolotti,-34.5940365,-58.4438046
Capital Federal,Almagro,260000.0,97.0,,4.0,1400.0,http://almagro.properati.com.ar/pia3_venta_departamentos_almagro_corrientes-av-_4500,-34.6023874,-58.429063
Capital Federal,Puerto Madero,260000.0,45.0,,2.0,,http://puerto-madero.properati.com.ar/10a9e_venta_departamentos_puerto-madero_baulera_gimnasio_lavadero_piscina_terraza_sauna_garage_amoblado_aire-acondicionado_re-max-puerto,-34.621484,-58.360963
Capital Federal,Parque Patricios,82000.0,43.0,,,,http://parque-patricios.properati.com.ar/efpm_venta_departamento_parque-patricios,-34.6292137602,-58.3998250693
Capital Federal,Retiro,109500.0,47.0,4.0,2.0,,http://retiro.properati.com.ar/iot9_venta_departamento_capital-federal,-34.596667,-58.381232
Capital Federal,Saavedra,132000.0,51.0,,1.0,,http://saavedra.properati.com.ar/xx0a_venta_departamentos_saavedra_balcon_baulera_gimnasio_lavadero_parrilla_piscina_sum_luminoso_amenities_estrenar_lexinton-propiedades_cbn,-34.5576080248,-58.4805825768
Capital Federal,Caballito,198000.0,90.0,,4.0,1210.0,http://caballito.properati.com.ar/xfw8_venta_departamentos_caballito,-34.6099028,-58.431512
Capital Federal,Villa General Mitre,155000.0,80.0,,3.0,1000.0,http://villa-general-mitre.properati.com.ar/xqhd_venta_departamentos_villa-general-mitre_balcon_lavadero_luminoso_vista_dependencias_placard_doble-circulacion,-34.6117395,-58.4739117
Capital Federal,Caballito,249000.0,74.0,,,,http://caballito.properati.com.ar/ru9j_venta_departamentos_caballito,-34.6197904055,-58.4343878888
Capital Federal,Nuñez,135000.0,41.0,,2.0,,http://nunez.properati.com.ar/10zte_venta_departamentos_nunez_balcon_lavadero_luminoso_amoblado_re-max-uno-ii,-34.54962,-58.454711
Capital Federal,Saavedra,112320.0,42.0,,2.0,,http://saavedra.properati.com.ar/yqzv_venta_departamentos_saavedra_garage_amenities_belgrano,-34.544171,-58.478875
Capital Federal,Palermo,93600.0,36.0,1.0,2.0,,http://palermo.properati.com.ar/11dv0_venta_departamentos_palermo_gimnasio_lavadero_parrilla_piscina_sum_luminoso_garage_amenities_placard_aire-acondicionado_losa-radiante_re-max-liberty,-34.586191,-58.440431
Capital Federal,Villa Crespo,149000.0,62.0,,3.0,,http://villa-crespo.properati.com.ar/s3vg_venta_departamentos_villa-crespo,-34.6037137392,-58.3815808896
Capital Federal,Flores,135000.0,48.0,,2.0,,http://flores.properati.com.ar/10auu_venta_departamentos_flores_luminoso_garage_migliorisi-propiedades_cy2,-34.6230978,-58.466323
Capital Federal,Caballito,70000.0,31.0,,1.0,,http://caballito.properati.com.ar/1137s_venta_departamentos_caballito_lujoso_garage_pronin-propiedades,-34.609251,-58.431375
Capital Federal,Belgrano,150000.0,65.0,,3.0,,http://belgrano.properati.com.ar/11ll8_venta_departamentos_belgrano_luminoso_izrastzoff-agentes-inmobiliarios,,
Capital Federal,Villa Urquiza,194100.0,72.0,,3.0,,http://villa-urquiza.properati.com.ar/11yaq_venta_departamentos_belgrano_hidromasaje_lavadero_terraza_electrogeno_garage_estrenar_rg-montes_7ff,-34.5720808,-58.4825026
Capital Federal,Parque Chacabuco,119000.0,53.0,8.0,3.0,,http://parque-chacabuco.properati.com.ar/10ua1_venta_departamentos_parque-chacabuco_balcon_lavadero_luminoso_vista_placard_caballito,-34.631546,-58.441433
Capital Federal,Almagro,70000.0,36.0,8.0,2.0,,http://almagro.properati.com.ar/11bgw_venta_departamentos_almagro_balcon_luminoso_garage_pablo-yaryura-propiedades_bly,-34.6049101,-58.4154542
Capital Federal,Congreso,98000.0,59.0,,2.0,,http://congreso.properati.com.ar/10iuy_venta_departamentos_congreso_lavadero_luminoso_placard_victorino-de-la-plaza_d03,-34.6105130552,-58.3943872138
Capital Federal,Flores,79900.0,45.0,10.0,2.0,1125.0,http://flores.properati.com.ar/ocng_venta_departamentos_flores_san-pedrito-av-_100,-34.6308205,-58.4695944
Capital Federal,Barracas,120000.0,70.0,,2.0,500.0,http://barracas.properati.com.ar/11y8w_venta_departamentos_barracas_balcon_terraza_luminoso_mks-propiedades_6m3,-34.6323606,-58.3732828
Capital Federal,Palermo,82400.0,32.0,,,,http://palermo.properati.com.ar/kcwz_venta_departamentos_palermo,-34.5644917,-58.4723786
Capital Federal,Villa Urquiza,203000.0,70.0,,3.0,,http://villa-urquiza.properati.com.ar/11hxs_venta_departamentos_villa-urquiza_balcon_jardin_parrilla_piscina_sum_terraza_garage_amenities_pronin-propiedades,-34.572641,-58.474684
Capital Federal,Floresta,112700.0,46.0,,1.0,,http://floresta.properati.com.ar/11wjo_venta_departamentos_floresta_luminoso_amoblado_btc-propiedades_cr7,,
Capital Federal,Boedo,85000.0,44.0,,,,http://boedo.properati.com.ar/xnfn_venta_departamentos_boedo_luminoso_estrenar,-34.627564,-58.4109898
Capital Federal,Abasto,207700.0,60.0,,,,http://abasto.properati.com.ar/xgaa_venta_departamentos_abasto,-34.5982958,-58.4173784
Capital Federal,Balvanera,125000.0,50.0,,2.0,,http://balvanera.properati.com.ar/xw57_venta_departamentos_balvanera_balcon_gimnasio_lavadero_parrilla_piscina_vestidor_vista_sauna_lujoso_garage_amenities_aire-acondicionado_capital-brokers,-34.6240354,-58.4042052
Capital Federal,Boedo,130730.17,50.0,5.0,2.0,,http://boedo.properati.com.ar/nnnr_venta_departamentos_boedo_san-juan-av-_4200,-34.626917,-58.425295
Capital Federal,Belgrano,210000.0,99.0,11.0,3.0,,http://belgrano.properati.com.ar/11bsj_venta_departamentos_colegiales_lavadero_toilette_placard_re-max-premium,-34.559658,-58.461664
Capital Federal,Parque Centenario,105500.0,46.0,,2.0,,http://parque-centenario.properati.com.ar/10ava_venta_departamentos_parque-centenario_luminoso_lujoso_migliorisi-propiedades_cy0,-34.60808733,-58.43089266
Capital Federal,Belgrano,153000.0,78.0,,3.0,,http://belgrano.properati.com.ar/k07m_venta_departamentos_belgrano,-34.5686083,-58.4677387
Capital Federal,Palermo,155000.0,39.0,4.0,1.0,1580.0,http://palermo.properati.com.ar/12ee3_venta_departamentos_palermo_balcon_gimnasio_lavadero_parrilla_piscina_terraza_garage_estrenar_bertolotti,-34.5861553,-58.4300609
Capital Federal,Constitución,65000.0,46.0,5.0,2.0,,http://constitucion.properati.com.ar/yc33_venta_departamentos_capital-federal_balcon_lavadero_parrilla_piscina_luminoso_garage_amenities_placard_re-max-premium,,
Capital Federal,San Cristobal,84500.0,35.0,,,,http://san-cristobal.properati.com.ar/12m7b_venta_departamentos_san-cristobal_balcon_gimnasio_lavadero_parrilla_garage_subte-linea-e_subte-linea-h_inmobiliaria-calot,-34.6244262,-58.3973636
Capital Federal,Palermo,209990.0,76.0,,3.0,,http://palermo.properati.com.ar/10czs_venta_departamentos_belgrano_parrilla_piscina_terraza_amenities_embassy-net,-34.5723206,-58.4335469
Capital Federal,San Telmo,300000.0,100.0,,4.0,3800.0,http://san-telmo.properati.com.ar/wc11_venta_departamentos_san-telmo,-34.6212284,-58.3683401
Capital Federal,Barrio Norte,235000.0,83.0,,,,http://barrio-norte.properati.com.ar/zkt3_venta_departamentos_barrio-norte_patio_waiman-propiedades,-34.5846738536,-58.4002593786
Capital Federal,Belgrano,275000.0,86.0,,4.0,4564.0,http://belgrano.properati.com.ar/11wdi_venta_departamentos_belgrano_balcon_lavadero_patio_toilette_dependencias_placard_cabildo-500,-34.5673888,-58.4480445
Capital Federal,Caballito,225000.0,97.0,2.0,4.0,3500.0,http://caballito.properati.com.ar/zvvo_venta_departamentos_caballito_balcon_suite_gimnasio_parrilla_piscina_terraza_vestidor_luminoso_lujoso_amenities_estrenar_buyma-propiedades,-34.6039694,-58.4383643
Capital Federal,Paternal,156000.0,83.0,,3.0,,http://paternal.properati.com.ar/10bd4_venta_departamentos_paternal_balcon_lavadero_luminoso_doble-circulacion_migliorisi-propiedades_cy0,,
Capital Federal,Almagro,118000.0,71.0,1.0,4.0,1065.0,http://almagro.properati.com.ar/119r7_venta_departamentos_almagro_lavadero_parrilla_terraza_placard_aire-acondicionado_rapisarda-propiedades,-34.6183879468,-58.4256533906
Capital Federal,Nuñez,85000.0,37.0,,2.0,,http://nunez.properati.com.ar/10tl4_venta_departamentos_saavedra_balcon_lavadero_parrilla_quincho_terraza_re-max-total-v,-34.549965,-58.4659
Capital Federal,Parque Chacabuco,82211.96,32.0,,1.0,,http://parque-chacabuco.properati.com.ar/10x2f_venta_departamentos_parque-chacabuco_parrilla_sum_terraza_placard_estrenar_mauricio-panno-negocios-inmobiliarios_awv,-34.6295865181,-58.4413401079
Capital Federal,Villa Luro,85000.0,40.0,2.0,2.0,,http://villa-luro.properati.com.ar/112bn_venta_departamentos_villa-luro_balcon_luminoso_villa-luro,-34.639032,-58.503277
Capital Federal,Villa Crespo,74500.0,38.0,3.0,2.0,1100.0,http://villa-crespo.properati.com.ar/yo9g_venta_departamentos_villa-crespo_serrano_300_balcon_lavadero_impecable_placard_bertolotti,-34.5976128,-58.4440083
Capital Federal,Almagro,180000.0,70.0,,,,http://almagro.properati.com.ar/rc9j_venta_departamentos_almagro,-34.6087082126,-58.4256268241
Capital Federal,Villa Urquiza,99975.0,33.0,,1.0,,http://villa-urquiza.properati.com.ar/12pza_venta_departamentos_villa-urquiza_balcon_parrilla_terraza_luminoso_amoblado_aire-acondicionado_estrenar_le-bleu,-34.5687846,-58.4768939
Capital Federal,Nuñez,165000.0,60.0,,3.0,,http://nunez.properati.com.ar/12rda_venta_departamentos_nunez_arias_3000_jardin_terraza_luminoso_dueno-directo_cj4,-34.5402985,-58.4692078
Capital Federal,San Telmo,93468.0,38.0,,1.0,,http://san-telmo.properati.com.ar/vayw_venta_departamentos_san-telmo,-34.6233348,-58.3748384
Capital Federal,Balvanera,75000.0,34.0,,2.0,,http://balvanera.properati.com.ar/wm2c_venta_departamentos_flores,-34.607282,-58.40135
Capital Federal,Caballito,100000.0,43.0,417.0,2.0,,http://caballito.properati.com.ar/um28_venta_departamentos_flores,-34.620947,-58.449528
Capital Federal,Belgrano,170000.0,46.0,,2.0,4000.0,http://belgrano.properati.com.ar/zv99_venta_departamentos_belgrano_balcon_lavadero_toilette_vestidor_garage_luisio-propiedades-casa-central-teodoro-garcia-1790,-34.5718525,-58.4471998
Capital Federal,Villa Urquiza,95000.0,34.0,,1.0,,http://villa-urquiza.properati.com.ar/11j80_venta_departamentos_villa-urquiza_balcon_sum_lujoso_garage_estrenar_legarreta-propiedades_91e,-34.58478,-58.477444
Capital Federal,Saavedra,50000.0,40.0,,2.0,,http://saavedra.properati.com.ar/11gve_venta_departamentos_saavedra_lujoso_garage_aire-acondicionado_re-max-liberty,-34.54435,-58.47946
Capital Federal,Flores,83160.0,37.0,,,,http://flores.properati.com.ar/eac4_venta_departamento_flores,-34.6256447,-58.4611155
Capital Federal,Boca,165000.0,75.0,,4.0,,http://boca.properati.com.ar/11hfk_venta_departamentos_boca_balcon_lavadero_parrilla_terraza_impecable_di-mitrio-inmobiliaria_90i,-34.63289,-58.361928
Capital Federal,Palermo,280000.0,98.0,1.0,3.0,2300.0,http://palermo.properati.com.ar/x5bx_venta_departamentos_palermo,-34.5895313,-58.4095194
Capital Federal,Villa Pueyrredón,110000.0,47.0,,2.0,,http://villa-pueyrredon.properati.com.ar/11gdf_venta_departamentos_villa-urquiza_balcon_garage_placard_re-max-splendid,-34.584411,-58.507025
Capital Federal,Balvanera,99000.0,74.0,1.0,4.0,2100.0,http://balvanera.properati.com.ar/ygr1_venta_departamentos_balvanera_luminoso_arq-victorino-de-la-plaza,-34.6072023,-58.4035194
Capital Federal,Almagro,80000.0,35.0,,2.0,,http://almagro.properati.com.ar/xsya_venta_departamentos_almagro_balcon_luminoso,-34.6068242058,-58.416649276
Capital Federal,Villa Crespo,125000.0,60.0,,3.0,2000.0,http://villa-crespo.properati.com.ar/y7ni_venta_departamentos_villa-crespo_balcon_terraza_luminoso_guidetti,-34.6002337,-58.4527474
Capital Federal,Nuñez,105000.0,39.0,3.0,,,http://nunez.properati.com.ar/115mx_venta_departamentos_nunez_amenabar_3300_lavadero_luminoso_placard_estrenar_posse-propiedades-nordelta-carla-jimena-posse-csi-5482,-34.5528154546,-58.4681001518
Capital Federal,Coghlan,84000.0,33.0,,1.0,600.0,http://coghlan.properati.com.ar/113sn_venta_departamentos_coghlan_balcon_jardin_lavadero_sum_luminoso_garage_aire-acondicionado_estrenar_triada-propiedades,,
Capital Federal,Villa Urquiza,180000.0,87.0,,,,http://villa-urquiza.properati.com.ar/ynsy_venta_departamentos_villa-urquiza_balcon_luminoso_garage_adriana-espinosa-propiedades,-34.5718762094,-58.4877971841
Capital Federal,Palermo,187000.0,86.0,5.0,2.0,,http://palermo.properati.com.ar/u4f4_venta_departamentos_chacarita,-34.587953,-58.414446
Capital Federal,Almagro,85000.0,33.0,8.0,1.0,,http://almagro.properati.com.ar/v84y_venta_departamentos_almagro_avenida-rivadavia,-34.6109658,-58.4179627
Capital Federal,Balvanera,90000.0,43.0,,,,http://balvanera.properati.com.ar/12m5b_venta_departamentos_balvanera_balcon_luminoso_vista_subte-linea-a_subte-linea-e_inmobiliaria-calot,-34.6157105,-58.3916741
Capital Federal,Balvanera,110000.0,35.0,,,,http://balvanera.properati.com.ar/vl33_venta_departamentos_balvanera,-34.6161011,-58.4110759
Capital Federal,Flores,135000.0,60.0,,3.0,1500.0,http://flores.properati.com.ar/10v9x_venta_departamentos_flores_balcon_lavadero_luminoso_placard_grupo-mega-flores,-34.6321335,-58.4690249
Capital Federal,Boca,145000.0,79.0,,3.0,1700.0,http://boca.properati.com.ar/10t7f_venta_departamentos_boca_lavadero_patio_di-mitrio-inmobiliaria_d2r,,
Capital Federal,Belgrano,248000.0,88.0,9.0,4.0,,http://belgrano.properati.com.ar/117sv_venta_departamentos_belgrano_balcon_toilette_luminoso_garage_imprenta,-34.559524,-58.455898
Capital Federal,Saavedra,92000.0,45.0,5.0,2.0,,http://saavedra.properati.com.ar/12pj9_venta_departamentos_saavedra_balcon_lavadero_parrilla_patio_terraza_garage_placard_aire-acondicionado_re-max-ayres,-34.555898,-58.479251
Capital Federal,Almagro,89500.0,40.0,,1.0,,http://almagro.properati.com.ar/v1co_venta_departamentos_almagro,-34.6202466,-58.4165902
Capital Federal,Once,160000.0,62.0,,3.0,,http://once.properati.com.ar/10qjk_venta_departamentos_once_balcon_lavadero_toilette_luminoso_garage_doble-circulacion_victorino-de-la-plaza_d03,-34.6108194634,-58.4164492749
Capital Federal,Colegiales,123000.0,43.0,4.0,2.0,,http://colegiales.properati.com.ar/12kva_venta_departamentos_colegiales_balcon_baulera_hidromasaje_parrilla_sum_terraza_garage_amenities_estrenar_subte-linea-b_vivir-propiedades,-34.5817888,-58.449509
Capital Federal,Belgrano,105000.0,44.0,,1.0,,http://belgrano.properati.com.ar/11sru_venta_departamentos_belgrano_balcon_hidromasaje_parrilla_patio_piscina_sum_luminoso_garage_amenities_placard_re-max-central,-34.556862,-58.457876
Capital Federal,Tribunales,104000.0,55.0,16.0,3.0,1700.0,http://tribunales.properati.com.ar/u73y_venta_departamentos_tribunales_tucuman_1400,-34.6016125,-58.3874235
Capital Federal,Villa Crespo,155000.0,77.0,1.0,4.0,2000.0,http://villa-crespo.properati.com.ar/12edu_venta_departamentos_villa-crespo_balcon_lavadero_toilette_luminoso_dependencias_garage_placard_doble-circulacion_eduardo-bertolotti-propiedades,-34.610198,-58.441065
Capital Federal,Retiro,158000.0,77.0,,3.0,,http://retiro.properati.com.ar/115tl_venta_departamentos_retiro_leticia-firpo,-34.596756,-58.381452
Capital Federal,Caballito,97000.0,71.0,1.0,2.0,,http://caballito.properati.com.ar/sy8z_venta_departamentos_caballito,-34.611701,-58.438747
Capital Federal,Nuñez,98000.0,35.0,,1.0,,http://nunez.properati.com.ar/12tvx_venta_departamentos_nunez_piscina_estrenar_subte-linea-d_zuker-propiedades_dkg,-34.5502415,-58.4676781
Capital Federal,Villa Lugano,58000.0,55.0,,3.0,,http://villa-lugano.properati.com.ar/k2gv_venta_departamentos_villa-lugano,,
Capital Federal,Nuñez,107000.0,48.0,2.0,2.0,2000.0,http://nunez.properati.com.ar/w1u5_venta_departamentos_nunez,-34.5562825,-58.4790126
Capital Federal,Villa del Parque,78000.0,36.0,9.0,2.0,,http://villa-del-parque.properati.com.ar/x7dm_venta_departamentos_villa-general-mitre,-34.616433,-58.477478
Capital Federal,Parque Avellaneda,64000.0,34.0,,2.0,,http://parque-avellaneda.properati.com.ar/11zlg_venta_departamentos_parque-avellaneda_patio_luminoso_re-max-acci-oacute-n,-34.648885,-58.484774
Capital Federal,Floresta,125000.0,50.0,,3.0,450.0,http://floresta.properati.com.ar/rfm4_venta_departamentos_floresta,-34.6317516923,-58.4848871652
Capital Federal,Flores,85000.0,48.0,,,,http://flores.properati.com.ar/12mk7_venta_departamentos_flores_balcon_subte-linea-a_inmobiliaria-calot,-34.6308299,-58.459903
