region,locality,price_usd,area_m2,floor,rooms,expenses,properati_url,lat,lon
Capital Federal,Balvanera,105000.0,51.0,,2.0,,http://balvanera.properati.com.ar/xf38_venta_departamentos_balvanera,-34.616045,-58.393664
Capital Federal,Once,94000.0,44.0,,2.0,2000.0,http://once.properati.com.ar/10gqw_venta_departamentos_once_korn-emprendimientos,-34.6009862,-58.408268
Capital Federal,Congreso,160000.0,89.0,,3.0,,http://congreso.properati.com.ar/e1rx_venta_departamento_congreso,,
Capital Federal,Almagro,89500.0,40.0,,1.0,,http://almagro.properati.com.ar/v1cp_venta_departamentos_almagro,-34.6202466,-58.4165902
Capital Federal,Liniers,90000.0,36.0,,,,http://liniers.properati.com.ar/11wu6_venta_departamentos_liniers_balcon_lujoso_fj-lujan-propiedades,-34.6429944802,-58.5109918442
Capital Federal,Villa Urquiza,64000.0,35.0,,,,http://villa-urquiza.properati.com.ar/zv6a_venta_departamentos_villa-urquiza_baulera_gasani-consultora-inmobiliaria,-34.5745302,-58.4928592
Capital Federal,Barrio Norte,257000.0,94.0,,,,http://barrio-norte.properati.com.ar/10a2j_venta_departamentos_barrio-norte_balcon_lavadero_luminoso_lujoso_dependencias_impecable_roberto-siconolfi-propiedes,-34.5950091015,-58.3845022037
Capital Federal,San Cristobal,94000.0,55.0,,2.0,,http://san-cristobal.properati.com.ar/107g3_venta_departamentos_capital-federal_la-rioja_1255_balcon_lavadero_re-max-parque,-34.6251817377,-58.4070359893
Capital Federal,Villa Urquiza,145000.0,50.0,,2.0,,http://villa-urquiza.properati.com.ar/xdw8_venta_departamentos_villa-urquiza_pacheco_2000,-34.5770323,-58.4798783
Capital Federal,Belgrano,195000.0,93.0,,4.0,,http://belgrano.properati.com.ar/x4vg_venta_departamentos_belgrano,-34.565563,-58.4533167
Capital Federal,Almagro,90000.0,41.0,,2.0,,http://almagro.properati.com.ar/10vp6_venta_departamentos_capital-federal_colombres_balcon_luminoso_garage_placard_estrenar_re-max-central,-34.6162229,-58.4184465
Capital Federal,Belgrano,239000.0,54.0,,3.0,1900.0,http://belgrano.properati.com.ar/ysi7_venta_departamentos_belgrano_patio_terraza_ziade-realty,-34.5683783,-58.449379
Capital Federal,Boedo,90000.0,41.0,,,,http://boedo.properati.com.ar/12fg0_venta_departamentos_boedo_balcon_baulera_lavadero_luminoso_garage_subte-linea-e_subte-linea-h_cutuli-propiedades,-34.6239614,-58.4034766
Capital Federal,Flores,139000.0,63.0,1.0,3.0,1870.0,http://flores.properati.com.ar/xyy8_venta_departamentos_flores_san-pedrito-av-_300_suite_lavadero_parrilla_patio_garage_placard_aire-acondicionado_bertolotti,-34.6352242,-58.4676975
Capital Federal,Flores,84000.0,51.0,1.0,1.0,,http://flores.properati.com.ar/x34f_venta_departamentos_flores,-34.633333,-58.466667
Capital Federal,Parque Chacabuco,169000.0,68.0,2.0,,1600.0,http://parque-chacabuco.properati.com.ar/118kh_venta_departamentos_parque-chacabuco_balcon_suite_lavadero_parrilla_sum_luminoso_garage_amenities_impecable_placard_lepore-propiedades,-34.6327422,-58.4408154
Capital Federal,Palermo,100000.0,34.0,,1.0,2947.0,http://palermo.properati.com.ar/12t1p_venta_departamentos_palermo_balcon_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_sum_luminoso_estrenar_filippo-propiedades_9im,-34.5819463286,-58.4478355242
Capital Federal,Flores,133808.18,56.0,2.0,3.0,,http://flores.properati.com.ar/nnni_venta_departamentos_flores_yerbal_2100,-34.626394,-58.4594467
Capital Federal,Caballito,143429.0,59.0,,3.0,,http://caballito.properati.com.ar/11d9i_venta_departamentos_caballito_baulera_parrilla_garage_lone-lighthouse_d9p,-34.6209278,-58.4458736
Capital Federal,Barrio Norte,240000.0,82.0,,4.0,5000.0,http://barrio-norte.properati.com.ar/12tn6_venta_departamentos_barrio-norte_balcon_lavadero_toilette_garage_doble-circulacion_subte-linea-d_subte-linea-h_baigun-operaciones-inmobiliarias,-34.5912139,-58.3986378
Capital Federal,Barracas,110000.0,51.0,,2.0,,http://barracas.properati.com.ar/wg0c_venta_departamentos_barracas,-34.6412989,-58.3707635
Capital Federal,Belgrano,87000.0,34.0,5.0,,,http://belgrano.properati.com.ar/11fhl_venta_departamentos_belgrano_lavadero_luminoso_bez-propiedades_byq,-34.6168909,-58.402719
Capital Federal,Belgrano,180000.0,74.0,,3.0,,http://belgrano.properati.com.ar/110k0_venta_departamentos_belgrano_balcon_luminoso_dependencias_zuker-servicios-inmobiliarios,-34.5653042899,-58.4379652889
Capital Federal,Palermo,169000.0,43.0,,,,http://palermo.properati.com.ar/if7o_venta_departamento_palermo,-34.5747531701,-58.4407633688
Capital Federal,San Nicolás,98000.0,64.0,,3.0,2300.0,http://san-nicolas.properati.com.ar/yx2z_venta_departamentos_san-nicolas_baires-bienes-raices_cez,-34.6055538,-58.376534
Capital Federal,Parque Chacabuco,85000.0,45.0,,,,http://parque-chacabuco.properati.com.ar/10dfy_venta_departamentos_parque-chacabuco_luminoso_garage_mb-inmobiliaria-s-a,-34.6036844,-58.3815591
Capital Federal,Belgrano,85000.0,35.0,,,,http://belgrano.properati.com.ar/efmt_venta_departamento_palermo,-34.5733653,-58.4384417
Capital Federal,Nuñez,192000.0,54.0,,3.0,,http://nunez.properati.com.ar/okgy_venta_departamentos_nunez_moldes_3100,-34.5546708,-58.4673571
Capital Federal,Palermo,158000.0,49.0,,2.0,3000.0,http://palermo.properati.com.ar/11cfg_venta_departamentos_palermo_patio_rg-montes_7ff,-34.5885144,-58.4120115
Capital Federal,San Telmo,78000.0,34.0,,,,http://san-telmo.properati.com.ar/ec8g_venta_departamento_san-telmo,-34.621327,-58.3757206
Capital Federal,Villa Urquiza,191668.0,65.0,,3.0,1000.0,http://villa-urquiza.properati.com.ar/12q0o_venta_departamentos_villa-urquiza_balcon_suite_toilette_garage_subte-linea-b_le-bleu,-34.5731507,-58.482362
Capital Federal,Barrio Norte,233000.0,85.0,3.0,3.0,2900.0,http://barrio-norte.properati.com.ar/10ohm_venta_departamentos_recoleta_lavadero_toilette_dependencias_placard_salaya-romera-barrio-norte,-34.5985872,-58.3973385
Capital Federal,Palermo,89900.0,36.0,,1.0,,http://palermo.properati.com.ar/jnsk_venta_departamento_palermo_cabrera-jose-a-_3000,-34.5970189136,-58.4087784252
Capital Federal,Saavedra,113000.0,45.0,4.0,2.0,,http://saavedra.properati.com.ar/11qev_venta_departamentos_saavedra_balcon_parrilla_terraza_garage_estrenar_losa-radiante_vivir-propiedades,-34.5469102,-58.47859
Capital Federal,Palermo,218000.0,88.0,,4.0,,http://palermo.properati.com.ar/11z2v_venta_departamentos_palermo_balcon_jardin_lavadero_toilette_luminoso_silvia-souza-tom-negocios-inmobiliarios,-34.5869637,-58.4212588
Capital Federal,Nuñez,238000.0,59.0,,2.0,,http://nunez.properati.com.ar/11dwg_venta_departamentos_nunez_balcon_baulera_hidromasaje_jardin_parrilla_piscina_sum_terraza_garage_amenities_urquiza,-34.556256,-58.468448
Capital Federal,Villa Crespo,78493.0,34.0,10.0,,,http://villa-crespo.properati.com.ar/rn8f_venta_departamentos_villa-crespo,-34.593422,-58.4423025
Capital Federal,Balvanera,69000.0,36.0,5.0,2.0,,http://balvanera.properati.com.ar/zfd5_venta_departamentos_balvanera_luminoso_re-max-city,-34.6031,-58.401046
Capital Federal,Villa del Parque,100000.0,40.0,3.0,2.0,,http://villa-del-parque.properati.com.ar/10gnf_venta_departamentos_villa-del-parque_placard_estrenar_rosso-propiedades_awx,-34.6037603,-58.4879552
Capital Federal,Barracas,127000.0,54.0,,,,http://barracas.properati.com.ar/kdjk_venta_departamentos_barracas,-34.65,-58.383333
Capital Federal,Villa del Parque,110000.0,47.0,,2.0,1500.0,http://villa-del-parque.properati.com.ar/xbxe_venta_departamentos_villa-del-parque,-34.6056046,-58.4962758
Capital Federal,Barrio Norte,245000.0,70.0,3.0,3.0,2800.0,http://barrio-norte.properati.com.ar/yfda_venta_departamentos_barrio-norte_baulera_lavadero_parrilla_terraza_luminoso_arq-victorino-de-la-plaza,-34.5859825,-58.4148132
Capital Federal,Palermo,140000.0,73.0,,3.0,,http://palermo.properati.com.ar/zf9d_venta_departamentos_palermo_balcon_lavadero_luminoso_placard_aire-acondicionado_re-max-total-ii,-34.569959,-58.444905
Capital Federal,Palermo,235000.0,100.0,1.0,4.0,3000.0,http://palermo.properati.com.ar/12ioa_venta_departamentos_palermo_balcon_lavadero_toilette_garage_placard_subte-linea-d_subte-linea-h_eduardo-bertolotti-propiedades,-34.595688,-58.4031864
Capital Federal,Colegiales,216902.91,68.0,,3.0,,http://colegiales.properati.com.ar/10gt0_venta_departamentos_colegiales_balcon_gimnasio_parrilla_piscina_quincho_sum_toilette_luminoso_sauna_lujoso_garage_amenities_losa-radiante_meet-invest-re,-34.574537,-58.4554388
Capital Federal,Almagro,135000.0,54.0,,2.0,,http://almagro.properati.com.ar/12rh7_venta_departamentos_almagro_luminoso_placard_subte-linea-a_re-max-cosmopolita,-34.613965,-58.42555
Capital Federal,Floresta,89900.0,60.0,,3.0,1500.0,http://floresta.properati.com.ar/11gfd_venta_departamentos_floresta_balcon_lavadero_luminoso_grupo-mega-floresta-gaona,,
Capital Federal,Villa del Parque,160000.0,65.0,1.0,3.0,1500.0,http://villa-del-parque.properati.com.ar/107ue_venta_departamentos_villa-del-parque_balcon_garage_pablo-yaryura-propiedades_bly,-34.6026301,-58.5017404
Capital Federal,Colegiales,206000.0,63.0,,3.0,3200.0,http://colegiales.properati.com.ar/yzls_venta_departamentos_palermo_balcon_lavadero_terraza_toilette_luminoso_losa-radiante_lexinton-propiedades_937,-34.5709978,-58.4440588
Capital Federal,Belgrano,149000.0,44.0,,2.0,,http://belgrano.properati.com.ar/10p3u_venta_departamentos_belgrano_balcon_parrilla_piscina_placard_estrenar_exir,-34.575535,-58.438102
Capital Federal,Palermo,160000.0,60.0,,3.0,2300.0,http://palermo.properati.com.ar/106wj_venta_departamentos_palermo_balcon_lavadero_toilette_baigun-operaciones-inmobiliarias,-34.5807444,-58.4247993
Capital Federal,Recoleta,200000.0,75.0,,,,http://recoleta.properati.com.ar/wjq6_venta_departamentos_recoleta,-34.5947727,-58.3971933
Capital Federal,Congreso,73004.22,31.0,10.0,1.0,,http://congreso.properati.com.ar/npgh_venta_departamentos_congreso_entre-rios-av-_1200,-34.6227163,-58.3915063
Capital Federal,Flores,90000.0,46.0,,,,http://flores.properati.com.ar/1107s_venta_departamentos_flores_balcon_parrilla_garage_amoblado_monica-gorosito-propiedades,-34.6392306,-58.4643665
Capital Federal,San Cristobal,119000.0,70.0,,3.0,,http://san-cristobal.properati.com.ar/x2pw_venta_departamentos_balvanera,-34.627949,-58.396242
Capital Federal,Barracas,81751.57,42.0,,1.0,,http://barracas.properati.com.ar/zsmf_venta_departamentos_barracas_balcon_piscina_amenities_placard_nucifora-propiedades_crr,-34.6321015,-58.3703767
Capital Federal,Belgrano,325000.0,99.0,,3.0,,http://belgrano.properati.com.ar/11e02_venta_departamentos_belgrano_baulera_lavadero_vestidor_lujoso_dependencias_garage_re-max-uno,-34.565118,-58.442631
Capital Federal,Chacarita,110000.0,54.0,3.0,3.0,,http://chacarita.properati.com.ar/10y2h_venta_departamentos_paternal_lavadero_terraza_luminoso_impecable_placard_re-max-habitat,-34.5792,-58.454883
Capital Federal,Villa Luro,69000.0,45.0,,2.0,,http://villa-luro.properati.com.ar/101n9_venta_departamentos_velez-sarsfield_patio_luminoso_placard_re-max-premium-ii,-34.638857,-58.510115
Capital Federal,Villa Urquiza,93000.0,35.0,,1.0,,http://villa-urquiza.properati.com.ar/12twr_venta_departamentos_villa-urquiza_amenities_estrenar_zuker-propiedades_dkh,-34.5720545,-58.4745649
Capital Federal,Palermo,128700.0,45.0,1.0,2.0,,http://palermo.properati.com.ar/wdpv_venta_departamentos_palermo,-34.5866135,-58.4390914
Capital Federal,Villa Urquiza,120000.0,51.0,,3.0,,http://villa-urquiza.properati.com.ar/109xr_venta_departamentos_villa-urquiza_balcon_lavadero_luminoso_placard_pronin-propiedades,-34.577168,-58.48704
Capital Federal,Villa Devoto,180000.0,82.0,2.0,3.0,,http://villa-devoto.properati.com.ar/12i24_venta_departamentos_villa-devoto_balcon_vista_dependencias_garage_impecable_re-max-premium-ii,-34.605484,-58.508742
Capital Federal,Villa Urquiza,89900.0,44.0,,,,http://villa-urquiza.properati.com.ar/efft_venta_departamento_villa-urquiza,-34.5741558,-58.4931736
Capital Federal,Barracas,96418.18,42.0,,1.0,,http://barracas.properati.com.ar/zsm7_venta_departamentos_barracas_balcon_piscina_amenities_placard_nucifora-propiedades_crr,-34.6321116,-58.3703982
Capital Federal,Caballito,152000.0,54.0,,3.0,3000.0,http://caballito.properati.com.ar/12ijw_venta_departamentos_caballito_doblas_900_balcon_baulera_luminoso_garage_subte-linea-e_dueno-directo_c3e,-34.6274228,-58.4296216
Capital Federal,San Telmo,76661.01,31.0,,1.0,,http://san-telmo.properati.com.ar/zsql_venta_departamentos_san-telmo_garage_nucifora-propiedades_crr,-34.620556,-58.371667
Capital Federal,Flores,67000.0,33.0,1.0,1.0,1200.0,http://flores.properati.com.ar/10dx8_venta_departamentos_flores_inmobiliaria-jose-kloc,-34.6255434,-58.4572347
Capital Federal,Villa Urquiza,93000.0,40.0,,1.0,1300.0,http://villa-urquiza.properati.com.ar/u8o1_venta_departamentos_villa-urquiza,,
Capital Federal,Villa Crespo,81159.64,33.0,,1.0,,http://villa-crespo.properati.com.ar/10j4x_venta_departamentos_villa-crespo_balcon_toilette_migliorisi-propiedades_cy3,,
Capital Federal,Barrio Norte,100000.0,41.0,,2.0,1250.0,http://barrio-norte.properati.com.ar/ye7c_venta_departamentos_barrio-norte_luminoso_impecable_at-buenos-aires_az9,-34.5967593,-58.3799088
Capital Federal,Belgrano,75000.0,35.0,,2.0,1000.0,http://belgrano.properati.com.ar/zq80_venta_departamentos_belgrano_belgrano-chico-propiedades_bo4,-34.5599177,-58.4451113
Capital Federal,Caballito,225500.0,64.0,21.0,3.0,,http://caballito.properati.com.ar/wgrg_venta_departamentos_caballito,-34.62818,-58.429483
Capital Federal,Monserrat,77016.16,33.0,,,,http://monserrat.properati.com.ar/t051_venta_departamentos_monserrat,-34.6233199695,-58.3974607122
Capital Federal,San Cristobal,145000.0,83.0,,4.0,,http://san-cristobal.properati.com.ar/101rw_venta_departamentos_capital-federal_balcon_lavadero_toilette_luminoso_re-max-express,-34.620248,-58.403256
Capital Federal,Barracas,127000.0,48.0,,2.0,,http://barracas.properati.com.ar/yv5u_venta_departamentos_barracas_luminoso_de-nichilo-propiedades,-34.645026,-58.373189
Capital Federal,Nuñez,52064.0,66.0,1.0,3.0,,http://nunez.properati.com.ar/107x0_venta_departamentos_nunez_terraza_garage_aire-acondicionado_eduardo-bertolotti-propiedades,-34.5413289,-58.473409
Capital Federal,Nuñez,117000.0,38.0,3.0,1.0,,http://nunez.properati.com.ar/10y81_venta_departamentos_nunez_hidromasaje_lavadero_sum_placard_aire-acondicionado_eduardo-bertolotti-propiedades,-34.5559731,-58.4620139
Capital Federal,Chacarita,150000.0,52.0,,2.0,,http://chacarita.properati.com.ar/119zm_venta_departamentos_chacarita_balcon_baulera_gimnasio_lavadero_piscina_sum_terraza_vestidor_luminoso_sauna_garage_amoblado_amenities_placard_aire-acondicionado_grupo-g-asociados_cgu,-34.5873707153,-58.4501901094
Capital Federal,Almagro,160000.0,62.0,,3.0,,http://almagro.properati.com.ar/10o24_venta_departamentos_almagro_balcon_lavadero_toilette_luminoso_garage_doble-circulacion_victorino-de-la-plaza_d03,-34.6109561,-58.4162202
Capital Federal,Villa Crespo,225700.0,67.0,12.0,3.0,,http://villa-crespo.properati.com.ar/w2xo_venta_departamentos_villa-crespo,-34.597769,-58.42644
Capital Federal,Villa Crespo,325000.0,100.0,,4.0,3500.0,http://villa-crespo.properati.com.ar/12vjh_venta_departamentos_villa-crespo_balcon_suite_gimnasio_lavadero_parrilla_piscina_sum_toilette_vestidor_luminoso_lujoso_garage_amenities_impecable_placard_subte-linea-b_goldstein-propiedades-srl_9yp,-34.6014492,-58.4353446
Capital Federal,Constitución,80000.0,40.0,,3.0,1350.0,http://constitucion.properati.com.ar/ycnj_venta_departamentos_constitucion_luminoso_goldstein-propiedades-srl_9yp,-34.630345,-58.3856711
Capital Federal,Balvanera,93000.0,50.0,,2.0,1800.0,http://balvanera.properati.com.ar/pj3n_venta_departamentos_congreso,-34.6086412353,-58.3906145696
Capital Federal,Nuñez,165000.0,66.0,,3.0,,http://nunez.properati.com.ar/xy2l_venta_departamentos_nunez_balcon_lavadero_terraza_luminoso_garage_carlos-castano-propiedades,-34.5492493,-58.4630319
Capital Federal,Barrio Norte,270000.0,100.0,,3.0,,http://barrio-norte.properati.com.ar/111ev_venta_departamentos_barrio-norte_suite_lavadero_vestidor_luminoso_garage_j-robledo-negocios-inmobiliarios_d5s,-34.5893508,-58.408068
Capital Federal,Caballito,90000.0,37.0,,2.0,,http://caballito.properati.com.ar/zf26_venta_departamentos_caballito_lujoso_garage_urbanuzprop_cnu,-34.6267194673,-58.4566024361
Capital Federal,Mataderos,60000.0,34.0,,,,http://mataderos.properati.com.ar/11nks_venta_departamentos_mataderos_balcon_estrenar_inmobiliaria-fedele,-34.6630163,-58.514281
Capital Federal,Coghlan,145000.0,50.0,,2.0,,http://coghlan.properati.com.ar/11zql_venta_departamentos_coghlan_balcon_terraza_garage_amenities_estrenar_mussi-calvente_b7t,-34.564492,-58.4723806
Capital Federal,Caballito,105000.0,45.0,,3.0,,http://caballito.properati.com.ar/10v79_venta_departamentos_caballito_balcon_luminoso_placard_re-max-vanguard,-34.620233,-58.429597
Capital Federal,Nuñez,110000.0,31.0,,1.0,,http://nunez.properati.com.ar/10kcj_venta_departamentos_nunez_terraza_lujoso_garage_amenities_placard_d-aria_93n,-34.5542681,-58.4576474
Capital Federal,Belgrano,185000.0,46.0,,2.0,3000.0,http://belgrano.properati.com.ar/xr73_venta_departamentos_belgrano_suite_lavadero_parrilla_piscina_sum_toilette_vestidor_amenities,-34.56611,-58.463368
Capital Federal,Villa Santa Rita,70000.0,31.0,4.0,,,http://villa-santa-rita.properati.com.ar/ycex_venta_departamentos_villa-santa-rita_nazca-av-_1500_balcon_garage_aire-acondicionado_estrenar_solimano-dal-pos-inmuebles-la-lucila,-34.6165677784,-58.4774428246
Capital Federal,,120000.0,45.0,,2.0,,http://capital-federal.properati.com.ar/11cjg_venta_departamentos_capital-federal_balcon_terraza_luminoso_lujoso_garage_busolin-bruno-propiedades,,
Capital Federal,Villa Devoto,68000.0,31.0,,1.0,,http://villa-devoto.properati.com.ar/12vx1_venta_departamentos_villa-devoto_balcon_garage_estrenar_antorcha-hijos-propiedades,-34.6184464575,-58.5007250479
Capital Federal,Belgrano,185000.0,60.0,,,,http://belgrano.properati.com.ar/xxer_venta_departamentos_belgrano_balcon_piscina_sum_toilette_garage_impecable_placard_laket-propiedades,-34.557808,-58.4519581
Capital Federal,Nuñez,84900.0,41.0,,,,http://nunez.properati.com.ar/11tpi_venta_departamentos_nunez_garage_placard_barrancas-propiedades_dex,-34.5521171,-58.4710166
Capital Federal,San Telmo,140000.0,78.0,3.0,3.0,1200.0,http://san-telmo.properati.com.ar/npda_venta_departamentos_san-telmo_irigoyen-bernardo-de_1000,-34.6206541753,-58.3799130262
Capital Federal,Once,125000.0,70.0,,3.0,,http://once.properati.com.ar/110n7_venta_departamentos_once_victorino-de-la-plaza_d03,-34.6112232,-58.41567
Capital Federal,Constitución,62050.0,39.0,,1.0,,http://constitucion.properati.com.ar/yw3m_venta_departamentos_constitucion_sotano_sum_garage_solimano-dal-pos-inmuebles,-34.625205,-58.379194
Capital Federal,Palermo,170000.0,53.0,,3.0,,http://palermo.properati.com.ar/10tki_venta_departamentos_palermo_balcon_luminoso_garage_placard_aire-acondicionado_re-max-ayres-ii,-34.568169,-58.434204
Capital Federal,Belgrano,322000.0,86.0,7.0,,,http://belgrano.properati.com.ar/112tj_venta_departamentos_belgrano_luminoso_oppel-inmuebles,-34.5602429,-58.4438821
Capital Federal,Coghlan,99000.0,53.0,,2.0,,http://coghlan.properati.com.ar/1166y_venta_departamentos_coghlan_balcon_luxus_d6u,-34.5563184,-58.4789425
Capital Federal,Villa Crespo,187500.0,64.0,3.0,3.0,,http://villa-crespo.properati.com.ar/vrj1_venta_departamentos_villa-crespo,-34.597769,-58.42644
Capital Federal,Villa Luro,150000.0,50.0,,,,http://villa-luro.properati.com.ar/wkjx_venta_departamentos_villa-luro,-34.6405283,-58.5294588
Capital Federal,Caballito,68000.0,32.0,,1.0,550.0,http://caballito.properati.com.ar/vwld_venta_departamentos_caballito,-34.6173479,-58.4494037
Capital Federal,Palermo,280000.0,75.0,3.0,3.0,,http://palermo.properati.com.ar/1037h_venta_departamentos_palermo_balcon_suite_gimnasio_lavadero_parrilla_piscina_sum_vestidor_luminoso_sauna_lujoso_garage_amenities_aire-acondicionado_re-max-ayres,-34.574412,-58.431473
Capital Federal,Villa Crespo,135000.0,90.0,,2.0,,http://villa-crespo.properati.com.ar/y4iw_venta_departamentos_villa-crespo_balcon_terraza_luminoso_garage_aire-acondicionado_re-max-d-bosion,-34.595991,-58.447341
Capital Federal,Chacarita,222000.0,64.0,,3.0,,http://chacarita.properati.com.ar/xx31_venta_departamentos_chacarita_balcon_suite_gimnasio_lavadero_parrilla_piscina_terraza_vista_garage_amenities_placard_aire-acondicionado_estrenar_lexinton-propiedades_cbn,-34.5826274,-58.4518257
Capital Federal,Nuñez,82000.0,41.0,4.0,,,http://nunez.properati.com.ar/xy9b_venta_departamentos_nunez_nunez_2400_garage_placard_leandro-cantarella-bienes-raices,-34.5497024,-58.4674904
Capital Federal,Saavedra,115000.0,54.0,,2.0,1200.0,http://saavedra.properati.com.ar/12g4q_venta_departamentos_saavedra_balcon_parrilla_terraza_placard_aire-acondicionado_narvaez-y-cia,,
Capital Federal,Colegiales,157675.0,59.0,,2.0,,http://colegiales.properati.com.ar/116pl_venta_departamentos_belgrano_balcon_lavadero_parrilla_sum_terraza_luminoso_garage_aire-acondicionado_re-max-total-v,-34.579394,-58.455398
Capital Federal,San Telmo,92000.0,40.0,4.0,1.0,500.0,http://san-telmo.properati.com.ar/x8ak_venta_departamentos_san-telmo,-34.6234793,-58.37716
Capital Federal,Palermo,178000.0,66.0,,2.0,,http://palermo.properati.com.ar/10xok_venta_departamentos_palermo_balcon_suite_lavadero_vestidor_luminoso_re-max-ayres-ii,-34.565913,-58.438725
Capital Federal,Villa del Parque,66000.0,35.0,,1.0,1600.0,http://villa-del-parque.properati.com.ar/y48n_venta_departamentos_villa-del-parque_balcon_hidromasaje_parrilla_terraza_lujoso_estrenar_urbano-propiedades_ccu,-34.6069338,-58.4712029
Capital Federal,Palermo,230000.0,54.0,,,2000.0,http://palermo.properati.com.ar/x6ld_venta_departamentos_palermo,-34.554824,-58.4374995
Capital Federal,San Telmo,146700.0,50.0,,3.0,,http://san-telmo.properati.com.ar/uyfk_venta_departamentos_san-telmo,-34.6235515,-58.3740817
Capital Federal,Caballito,73000.0,35.0,,,,http://caballito.properati.com.ar/118cs_venta_departamentos_caballito_balcon_parrilla_terraza_luminoso_garage_estrenar_martin-veron-propiedades_cv5,-34.6173396,-58.4493817
Capital Federal,San Cristobal,110000.0,58.0,,3.0,1300.0,http://san-cristobal.properati.com.ar/12wgy_venta_departamentos_san-cristobal_placard_subte-linea-e_subte-linea-h_lexinton-propiedades_937,-34.6231688,-58.4064002
Capital Federal,Palermo,145000.0,57.0,,3.0,,http://palermo.properati.com.ar/xx3s_venta_departamentos_palermo_balcon_baulera_luminoso_garage_lexinton-propiedades_cbn,,
Capital Federal,Belgrano,139000.0,45.0,,2.0,,http://belgrano.properati.com.ar/11ttt_venta_departamentos_belgrano_balcon_impecable_placard_inmobinet,-34.5543757,-58.4667834
Capital Federal,Barrio Norte,339000.0,90.0,,3.0,4600.0,http://barrio-norte.properati.com.ar/117hy_venta_departamentos_barrio-norte_balcon_baulera_suite_garage_impecable_losa-radiante_embassy-net,-34.5917585462,-58.384284881
Capital Federal,Caballito,88264.0,35.0,,2.0,,http://caballito.properati.com.ar/11d9j_venta_departamentos_caballito_baulera_parrilla_garage_lone-lighthouse_d9p,-34.6209278,-58.4458736
Capital Federal,Colegiales,165000.0,68.0,,3.0,,http://colegiales.properati.com.ar/xx51_venta_departamentos_colegiales_garage_placard_lexinton-propiedades_cbn,,
Capital Federal,Villa Urquiza,145000.0,50.0,3.0,,,http://villa-urquiza.properati.com.ar/ufqx_venta_departamentos_villa-urquiza_pacheco_1900,-34.5776068498,-58.4790643969
Capital Federal,Recoleta,118000.0,51.0,9.0,2.0,,http://recoleta.properati.com.ar/yo94_venta_departamentos_recoleta_luminoso_lujoso_placard_auge-propiedades,-34.5982939,-58.3878419
Capital Federal,Caballito,103929.0,35.0,,1.0,,http://caballito.properati.com.ar/11y2l_venta_departamentos_caballito_lujoso_amenities_nucifora-propiedades_crr,-34.6148483,-58.4604643
Capital Federal,,63000.0,34.0,,1.0,,http://capital-federal.properati.com.ar/sbqr_venta_departamentos_boedo,,
Capital Federal,Barrio Norte,92000.0,35.0,,1.0,1300.0,http://barrio-norte.properati.com.ar/y5zt_venta_departamentos_barrio-norte_placard_ruiz-propiedades_cd6,-34.5860332,-58.4013161
Capital Federal,Saavedra,120000.0,65.0,,3.0,200.0,http://saavedra.properati.com.ar/10v90_venta_departamentos_saavedra_balcon_lavadero_luminoso_ruiz-propiedades_cd6,-34.5454613,-58.4802128
Capital Federal,Villa Ortuzar,137000.0,51.0,,3.0,700.0,http://villa-ortuzar.properati.com.ar/xfr8_venta_departamentos_villa-ortuzar,-34.580146,-58.4648168
Capital Federal,San Telmo,82000.0,38.0,1.0,1.0,,http://san-telmo.properati.com.ar/11a2e_venta_departamentos_san-telmo_piscina_terraza_luminoso_garage_pablo-urus-corredor-inmobiliario_bn8,,
Capital Federal,Puerto Madero,174250.0,47.0,,2.0,,http://puerto-madero.properati.com.ar/12j42_venta_departamentos_puerto-madero_balcon_le-bleu,-34.6153103,-58.3619834
Capital Federal,San Cristobal,125000.0,50.0,,2.0,,http://san-cristobal.properati.com.ar/105af_venta_departamentos_san-cristobal_balcon_garage_placard_baireslodge-com,-34.6228034,-58.4004254
Capital Federal,Caballito,82000.0,53.0,,,,http://caballito.properati.com.ar/eiip_venta_departamento_caballito,-34.6215721043,-58.4446263313
Capital Federal,San Telmo,189000.0,76.0,,2.0,,http://san-telmo.properati.com.ar/ymzc_venta_departamentos_san-telmo_gimnasio_hidromasaje_lavadero_parrilla_piscina_quincho_sum_terraza_vestidor_luminoso_sauna_garage_amenities_re-max-puerto,-34.624818,-58.376142
Capital Federal,,80000.0,34.0,,2.0,,http://capital-federal.properati.com.ar/zkfb_venta_departamentos_capital-federal_balcon_placard_el-trebol-morana-inmuebles-servicios,,
Capital Federal,Villa del Parque,107000.0,50.0,,2.0,850.0,http://villa-del-parque.properati.com.ar/v5k7_venta_departamentos_villa-devoto,-34.6152274138,-58.4774593388
Capital Federal,Chacarita,145000.0,58.0,,3.0,,http://chacarita.properati.com.ar/10xqb_venta_departamentos_villa-crespo_patio_piscina_luminoso_garage_re-max-visi-oacute-n,-34.590514,-58.447075
Capital Federal,Belgrano,184900.0,70.0,1.0,,,http://belgrano.properati.com.ar/12cxy_venta_departamentos_belgrano_balcon_baulera_lavadero_patio_terraza_luminoso_garage_placard_subte-linea-d_re-max-ayres,-34.569879,-58.433221
